residual sugar,chlorides,quality
5.3,0.034,good
1.4,0.035,bad
2.1,0.047,bad
1,0.039,bad
5.2,0.043,bad
19.45,0.048,bad
1.6,0.049,good
2,0.05,bad
1.3,0.046,bad
1.7,0.029,bad
1.1,0.038,bad
4.7,0.035,bad
7.5,0.048,bad
1.1,0.137,bad
1.3,0.035,bad
2.2,0.05,bad
1.7,0.029,bad
2.2,0.049,bad
1.2,0.06,bad
10,0.093,bad
1.2,0.06,bad
1.1,0.077,bad
2,0.054,good
7.5,0.07,bad
4,0.079,bad
4.1,0.073,bad
1.9,0.072,bad
14.8,0.054,bad
5.5,0.048,bad
2.6,0.037,good
6.35,0.024,good
1.5,0.031,bad
1.6,0.04,good
14.8,0.054,bad
9.1,0.036,good
8,0.048,bad
12,0.049,bad
3.2,0.033,good
7.7,0.048,bad
1.3,0.037,bad
16.3,0.051,bad
6.2,0.046,bad
4.7,0.059,good
5.8,0.038,bad
5.8,0.038,bad
16.95,0.048,bad
5.1,0.035,good
10.2,0.041,bad
3.8,0.027,good
1.3,0.037,good
16.95,0.048,bad
4,0.034,good
17.1,0.049,bad
14.5,0.048,bad
1.2,0.069,bad
6.7,0.038,good
8.4,0.045,bad
1.3,0.033,good
8.8,0.04,bad
5.1,0.035,good
10.6,0.039,bad
2.6,0.025,good
5.8,0.038,bad
2.8,0.028,bad
1.6,0.033,bad
6.7,0.036,bad
10.2,0.041,bad
4.9,0.028,good
3.8,0.027,good
2,0.029,good
1.7,0.024,good
2.4,0.054,bad
2,0.029,good
1.3,0.04,bad
12,0.053,bad
1.6,0.047,bad
1.4,0.047,bad
2.2,0.047,good
1.4,0.04,bad
8.3,0.037,bad
1.4,0.04,bad
12.9,0.042,bad
12.4,0.051,bad
1.6,0.047,bad
1.45,0.04,good
1.6,0.042,bad
1.5,0.044,bad
13,0.047,bad
1.95,0.038,good
5.85,0.042,good
1.3,0.047,bad
5.3,0.031,good
1.2,0.048,bad
4,0.047,bad
14.35,0.043,bad
2.3,0.053,bad
4.7,0.042,bad
12.85,0.048,bad
5.2,0.027,good
8.4,0.031,good
3.2,0.058,bad
6.9,0.034,bad
1,0.076,bad
7.3,0.052,bad
3.2,0.058,bad
1.6,0.048,bad
1.5,0.047,bad
7.5,0.041,bad
1.1,0.031,bad
1.3,0.041,bad
5.7,0.025,bad
7.2,0.038,bad
7.6,0.042,bad
7.5,0.041,bad
1.3,0.042,bad
1.3,0.035,bad
4.8,0.037,bad
2.1,0.034,bad
16.85,0.054,bad
16.85,0.054,bad
4.1,0.201,bad
16.85,0.054,bad
1.3,0.055,bad
16.85,0.054,bad
7.4,0.043,good
4.1,0.201,bad
0.9,0.057,bad
6.3,0.03,bad
0.8,0.039,bad
1.4,0.044,bad
1,0.037,bad
1.3,0.055,bad
4.5,0.062,bad
5.4,0.03,bad
1.9,0.036,bad
2,0.045,bad
12.7,0.036,bad
8.6,0.042,bad
11.1,0.039,good
2,0.042,bad
2.8,0.036,bad
4.5,0.044,bad
5.4,0.03,bad
9.1,0.029,bad
2,0.045,bad
2.2,0.025,bad
4.1,0.033,good
11.8,0.065,bad
1.2,0.048,bad
2.2,0.026,good
1.4,0.037,bad
1.6,0.068,bad
1.9,0.036,bad
5.2,0.024,good
14.45,0.074,bad
14.75,0.042,good
8.3,0.025,bad
14.2,0.038,bad
5.2,0.024,good
14.75,0.042,good
14.45,0.074,bad
6.9,0.02,good
1.5,0.027,bad
1.5,0.028,good
7.8,0.046,bad
1.5,0.049,bad
1.5,0.049,bad
1.5,0.047,bad
15.55,0.037,bad
7.8,0.046,bad
1.7,0.031,bad
1.5,0.03,bad
1,0.042,bad
6.7,0.064,bad
1.6,0.04,bad
1.5,0.049,bad
1.2,0.033,bad
7.1,0.045,bad
1,0.034,good
12.1,0.301,bad
7.1,0.027,good
1,0.034,good
1.15,0.044,bad
6,0.034,good
1.2,0.038,bad
7.1,0.045,bad
2.3,0.033,good
3.4,0.023,bad
2.3,0.033,good
6.5,0.039,bad
1.2,0.047,bad
1.15,0.033,bad
13,0.043,bad
4.5,0.03,good
5.85,0.033,good
5.2,0.037,bad
1.3,0.043,bad
1.7,0.036,bad
3.4,0.023,bad
3.6,0.024,bad
2.7,0.041,good
2.2,0.042,bad
1.8,0.041,bad
2.1,0.036,good
6.6,0.033,good
2.7,0.041,good
5.1,0.037,bad
17.55,0.042,bad
5.2,0.055,good
1.1,0.046,bad
1.1,0.045,good
10.7,0.051,bad
5.15,0.034,good
1.1,0.049,bad
1.1,0.047,bad
1.8,0.037,good
1,0.138,bad
1.8,0.057,bad
1.4,0.046,bad
6.7,0.036,bad
6.8,0.034,bad
6.8,0.036,bad
7.1,0.037,bad
1.5,0.05,bad
1.4,0.046,bad
1.45,0.039,bad
1.2,0.036,bad
7.4,0.059,good
4.2,0.028,good
14.6,0.044,good
10.5,0.04,bad
13.8,0.048,bad
14.6,0.044,good
1.1,0.037,bad
5.3,0.169,bad
1.1,0.037,bad
13.8,0.048,bad
1.5,0.064,bad
14.6,0.044,good
10.5,0.04,bad
4.9,0.083,bad
1.9,0.025,bad
1.7,0.026,bad
1.8,0.028,good
10.7,0.039,bad
8.8,0.026,good
1.8,0.028,good
1.7,0.026,bad
1.8,0.05,good
1.6,0.032,good
1.4,0.029,good
1.6,0.034,bad
1.5,0.033,bad
9.2,0.038,bad
1.1,0.037,bad
4.3,0.03,bad
4.2,0.031,bad
9.2,0.038,bad
5,0.045,bad
6.8,0.045,good
5.2,0.04,bad
4.75,0.042,bad
5.9,0.045,bad
7.7,0.032,bad
6.4,0.067,bad
8.1,0.035,bad
17.35,0.038,bad
1.8,0.05,good
1.8,0.047,good
1.5,0.049,bad
1.6,0.046,bad
1.6,0.049,bad
13.5,0.041,bad
3.75,0.039,bad
1.3,0.04,bad
1.3,0.046,bad
6.2,0.04,bad
9.7,0.044,bad
2,0.026,bad
1.4,0.039,bad
1.1,0.044,bad
6.6,0.038,bad
1.5,0.044,bad
4.6,0.028,bad
0.9,0.037,bad
1.7,0.093,bad
1.3,0.043,bad
2.3,0.04,good
6.8,0.042,bad
1.5,0.047,bad
1.2,0.028,bad
2.1,0.052,bad
2.2,0.05,bad
8.8,0.058,bad
17,0.05,good
1.8,0.034,good
1.2,0.048,bad
2.3,0.047,bad
7,0.042,good
6.4,0.048,bad
6.4,0.048,bad
12.15,0.033,bad
0.8,0.04,bad
2,0.029,bad
12.15,0.033,bad
12.4,0.059,bad
1.9,0.041,good
1.1,0.043,good
6.2,0.039,good
6.3,0.039,good
7,0.042,good
0.9,0.042,bad
3.9,0.034,good
3.9,0.027,good
2.3,0.047,bad
6.4,0.048,bad
1.8,0.04,bad
1.1,0.04,bad
15.4,0.05,bad
6.5,0.039,bad
2.4,0.048,good
1.4,0.04,good
5.7,0.044,bad
5.7,0.038,good
1.4,0.04,good
1.4,0.051,bad
1.1,0.04,bad
1.2,0.046,good
0.9,0.037,bad
3.8,0.058,bad
15.4,0.05,bad
14.15,0.168,bad
1.9,0.052,bad
9.2,0.042,good
8.2,0.044,bad
8.2,0.044,bad
2.7,0.032,good
1.7,0.032,good
1.7,0.047,bad
1.7,0.05,bad
1.6,0.047,good
0.9,0.054,bad
8.5,0.044,good
5.7,0.039,good
3.1,0.045,bad
1.3,0.046,bad
1.6,0.047,bad
1.3,0.042,bad
4.5,0.039,good
2.8,0.034,bad
1.2,0.044,good
0.9,0.037,bad
7.4,0.034,bad
1.4,0.029,bad
2.8,0.034,bad
4.6,0.042,bad
4.5,0.039,good
1.6,0.039,good
1.2,0.044,good
13.1,0.05,good
13.1,0.05,good
5.7,0.035,bad
13.1,0.05,good
12.6,0.052,bad
5.4,0.044,good
2.2,0.044,good
6.6,0.043,bad
6.9,0.069,bad
6.8,0.034,good
3.6,0.033,bad
13.1,0.05,good
1.2,0.04,bad
5.9,0.037,bad
5.7,0.035,bad
4.1,0.035,good
7.1,0.042,bad
1.4,0.037,bad
0.8,0.038,bad
1.3,0.045,bad
15.55,0.057,bad
1,0.044,bad
1.6,0.04,good
11.8,0.042,bad
4.5,0.047,bad
1.1,0.051,bad
10,0.056,bad
7.1,0.042,bad
0.9,0.052,bad
1,0.045,bad
1.1,0.042,bad
1.1,0.033,good
1.5,0.051,bad
1,0.048,bad
1.5,0.051,bad
2.9,0.03,good
1.2,0.031,bad
1.1,0.042,bad
14.2,0.053,bad
17.85,0.051,bad
1.1,0.033,good
7.1,0.05,bad
7.6,0.052,bad
13.6,0.05,bad
1.4,0.057,bad
1.2,0.061,bad
5.3,0.04,bad
13,0.033,bad
4.45,0.044,bad
1.2,0.063,bad
1.2,0.055,bad
1.2,0.055,bad
6.6,0.036,bad
13,0.033,bad
1.1,0.048,bad
13,0.033,bad
14,0.034,good
19.8,0.054,bad
11.2,0.069,bad
1.2,0.063,bad
4.45,0.044,bad
2.7,0.044,bad
4.5,0.048,bad
3.6,0.05,bad
5.4,0.048,bad
1.2,0.055,bad
1.2,0.051,bad
9.1,0.031,good
0.8,0.044,bad
6.6,0.036,bad
3,0.03,good
1.6,0.046,bad
1.1,0.048,bad
14,0.034,good
13,0.033,bad
1.35,0.052,bad
5.9,0.038,bad
3.6,0.057,bad
1.3,0.05,bad
8.7,0.028,bad
1.2,0.04,bad
4.6,0.044,bad
2,0.056,bad
1.3,0.05,bad
1.7,0.048,bad
2.4,0.046,bad
3.6,0.057,bad
4.6,0.053,bad
1.5,0.034,bad
0.9,0.033,bad
19.4,0.054,bad
13.3,0.044,bad
17.85,0.037,bad
1.1,0.03,bad
1.3,0.031,bad
9.4,0.046,bad
9,0.033,good
8.65,0.033,good
9.6,0.03,good
1.1,0.039,bad
1.2,0.044,good
1.8,0.041,bad
2.1,0.043,bad
9.3,0.03,good
1.7,0.04,bad
1.2,0.034,bad
4.6,0.039,good
12.8,0.045,good
1.5,0.041,good
8.1,0.051,bad
7.5,0.044,bad
14.5,0.06,bad
1.6,0.053,bad
1.8,0.061,bad
3.2,0.042,bad
9.4,0.034,good
9.9,0.031,bad
9.3,0.03,good
1.3,0.039,bad
9.6,0.037,bad
9.3,0.038,bad
7.8,0.035,bad
1.7,0.04,bad
1.7,0.038,bad
1.2,0.034,bad
1.4,0.041,bad
9,0.044,bad
18.15,0.042,bad
12.5,0.037,bad
1.1,0.037,bad
7.7,0.045,bad
1.1,0.037,bad
18.15,0.042,bad
12.5,0.037,bad
8.1,0.037,good
7.7,0.049,good
5,0.028,bad
15.6,0.044,bad
1.5,0.031,bad
1,0.028,bad
1,0.04,bad
1,0.034,bad
5,0.028,bad
15.6,0.044,bad
0.8,0.029,bad
1.3,0.037,bad
1.1,0.038,bad
1,0.028,bad
5.2,0.049,bad
4.7,0.034,bad
4.8,0.034,bad
1.8,0.025,bad
1.5,0.031,bad
5.2,0.051,bad
1.2,0.122,bad
1.8,0.038,good
7.6,0.057,good
8.2,0.056,good
1.3,0.032,good
10,0.036,bad
5.2,0.051,bad
6.4,0.045,bad
1,0.036,bad
1.8,0.033,bad
2,0.059,bad
1.5,0.027,good
1.8,0.033,bad
2,0.059,bad
3.5,0.044,bad
18.05,0.046,bad
1.8,0.055,bad
8.2,0.055,bad
5,0.038,bad
4.6,0.041,bad
8.2,0.055,bad
7,0.063,bad
3.1,0.045,bad
8.8,0.048,bad
2.4,0.053,bad
1.4,0.05,bad
1.8,0.05,bad
11.9,0.046,bad
13.4,0.062,bad
15.4,0.046,bad
7.2,0.039,bad
7.4,0.039,good
11.9,0.046,bad
7.8,0.045,bad
13.5,0.039,bad
1.3,0.042,bad
7.8,0.045,bad
13.5,0.039,bad
1.5,0.036,bad
1.2,0.028,bad
6.4,0.042,bad
1.2,0.047,bad
7.3,0.043,bad
3.8,0.047,bad
7.3,0.046,bad
2.7,0.034,bad
7.3,0.046,bad
1.4,0.172,bad
1.6,0.167,bad
3.8,0.047,bad
8,0.046,bad
4.7,0.034,bad
1.9,0.034,good
2.8,0.048,bad
2.2,0.032,good
1.7,0.031,bad
4.9,0.04,good
23.5,0.057,bad
11.8,0.048,good
1.7,0.031,bad
5.2,0.04,bad
3.2,0.027,good
1.5,0.035,good
11.7,0.035,bad
1.6,0.047,bad
7.3,0.045,bad
1.6,0.065,bad
13.3,0.045,bad
6,0.029,good
3.2,0.027,good
1.6,0.05,bad
7.7,0.045,bad
5.9,0.053,bad
1,0.039,good
6.4,0.037,bad
10.4,0.048,bad
1.6,0.05,bad
3.5,0.057,bad
7.7,0.047,bad
1.8,0.053,bad
3.5,0.057,bad
6.5,0.041,good
6.7,0.037,good
16.8,0.048,bad
1.6,0.035,bad
7,0.043,bad
1.2,0.042,bad
13,0.239,bad
3.8,0.042,bad
7,0.043,bad
7.5,0.054,bad
15.55,0.058,good
12.3,0.049,good
15.55,0.058,good
9.4,0.048,good
7.5,0.054,bad
1.2,0.036,good
1.6,0.045,bad
1.6,0.058,bad
3.95,0.044,good
12.8,0.076,bad
1,0.044,bad
31.6,0.053,bad
7.4,0.052,bad
1.3,0.046,bad
1.1,0.048,bad
7.8,0.06,bad
7.7,0.05,bad
7.7,0.049,bad
7.8,0.049,bad
8.3,0.047,bad
1.4,0.047,good
31.6,0.053,bad
15.4,0.059,bad
1,0.036,good
1,0.04,bad
5.9,0.055,bad
1.2,0.033,good
1.2,0.036,bad
6.7,0.046,bad
6.5,0.028,good
4.8,0.138,bad
5.3,0.137,bad
8.9,0.046,bad
8.8,0.047,bad
6.5,0.028,good
1.8,0.032,bad
6.6,0.045,bad
5.7,0.034,bad
18.35,0.054,bad
10,0.046,bad
14.4,0.055,good
14.4,0.055,good
17.85,0.049,good
14.4,0.055,good
9.4,0.047,bad
17.85,0.049,good
1.55,0.041,bad
1.3,0.034,bad
1.5,0.05,bad
14.4,0.055,good
4.2,0.04,bad
8.6,0.048,bad
1.4,0.06,bad
3,0.036,bad
14.9,0.041,bad
2,0.038,bad
4.2,0.04,bad
2.2,0.043,bad
1.8,0.043,bad
11.1,0.033,bad
4.2,0.046,bad
6.4,0.058,bad
6.4,0.057,bad
1.5,0.035,bad
1.5,0.038,bad
16.95,0.056,bad
1.7,0.051,bad
13.6,0.055,bad
1.6,0.032,bad
6.1,0.037,bad
3,0.061,bad
6.2,0.059,bad
6.6,0.123,bad
1.6,0.04,good
6,0.046,bad
1.5,0.044,bad
1.7,0.05,bad
1.8,0.043,bad
2.6,0.044,good
2.7,0.052,good
19.5,0.041,bad
1.6,0.04,good
5,0.056,bad
4.6,0.064,bad
6.4,0.034,bad
14.5,0.045,bad
6.6,0.123,bad
6.7,0.036,bad
1.1,0.031,bad
13.8,0.055,bad
2.5,0.031,bad
1.1,0.041,bad
9.6,0.057,bad
4.6,0.042,bad
3.1,0.052,bad
9.6,0.057,bad
1.8,0.054,bad
1.05,0.032,bad
6.5,0.061,bad
2,0.038,bad
14.9,0.039,bad
10,0.042,bad
1.1,0.133,bad
12,0.053,bad
4.8,0.05,bad
10,0.042,bad
1.2,0.044,bad
1.5,0.056,bad
10.4,0.045,bad
2.5,0.046,good
12.3,0.045,bad
1.4,0.049,good
2.2,0.042,bad
14.9,0.039,bad
8,0.053,bad
8.6,0.056,bad
1.2,0.038,bad
8.7,0.046,bad
5.4,0.042,bad
5.7,0.044,bad
1.5,0.037,good
10.9,0.037,bad
8,0.053,bad
8.6,0.056,bad
7.7,0.054,bad
1.7,0.051,bad
1.4,0.048,bad
4.5,0.046,good
9.9,0.059,bad
1.4,0.041,bad
9.5,0.059,bad
9.9,0.059,bad
3,0.054,bad
19.6,0.03,bad
14,0.069,bad
1.4,0.041,bad
1.8,0.034,good
1.8,0.034,good
5.4,0.052,bad
1.8,0.051,bad
9.25,0.034,bad
1.5,0.067,bad
6.8,0.038,good
9.25,0.034,bad
2.6,0.04,good
2.1,0.033,good
7.6,0.035,bad
1.6,0.026,good
1.4,0.042,bad
1.6,0.054,bad
1.4,0.056,bad
17.95,0.062,bad
2,0.064,bad
6.3,0.061,bad
1.4,0.037,bad
9.05,0.039,good
15.4,0.073,bad
7.1,0.04,bad
10.2,0.049,bad
1.6,0.042,bad
15.4,0.073,bad
7.1,0.04,bad
10.2,0.049,bad
12.4,0.065,bad
3.4,0.046,bad
15,0.053,bad
12.4,0.065,bad
15,0.053,bad
1.5,0.049,bad
3.4,0.046,bad
4.8,0.042,bad
1.2,0.038,bad
4.1,0.03,good
2.8,0.038,bad
13.9,0.029,good
0.8,0.034,bad
1,0.032,bad
1.2,0.032,bad
2.8,0.038,bad
1.7,0.035,bad
4.1,0.03,good
6.3,0.054,bad
11.5,0.033,bad
1.5,0.034,bad
11.5,0.033,bad
6.3,0.054,bad
6.3,0.051,bad
11.2,0.031,good
11.2,0.031,good
15.1,0.03,good
11.2,0.031,good
15.1,0.03,good
5.6,0.044,bad
12.6,0.211,bad
5.7,0.123,bad
2.2,0.037,good
11,0.052,bad
5.7,0.123,bad
1,0.054,bad
2.2,0.037,good
11.8,0.039,bad
7.8,0.059,bad
4.7,0.029,bad
11.5,0.049,bad
7.9,0.041,bad
11.5,0.049,bad
17.8,0.052,bad
1.7,0.042,bad
1.6,0.046,good
4.7,0.029,bad
1.6,0.049,good
2.4,0.058,bad
6.4,0.048,good
14,0.053,bad
1.6,0.056,bad
1.6,0.056,bad
1.4,0.056,bad
14,0.053,bad
4.7,0.046,bad
10.2,0.054,bad
2.3,0.054,good
7.8,0.049,bad
2.4,0.042,bad
8.3,0.255,bad
13.9,0.05,bad
13.8,0.031,bad
7.3,0.031,good
8.5,0.035,good
1.8,0.049,bad
5.1,0.048,bad
16.05,0.047,bad
16.05,0.047,bad
7.35,0.034,bad
16.05,0.058,bad
2,0.053,bad
1.2,0.032,bad
14,0.043,bad
16.2,0.043,bad
14.3,0.045,bad
16.2,0.043,bad
14.3,0.045,bad
14.3,0.045,bad
7.9,0.029,bad
16.2,0.043,bad
1,0.036,bad
13.6,0.05,bad
17.85,0.049,bad
1.3,0.036,bad
14.3,0.045,bad
13.7,0.045,bad
18.3,0.046,bad
18.3,0.046,bad
6.5,0.056,bad
10.3,0.039,bad
8.1,0.037,bad
8.1,0.037,bad
8.6,0.053,bad
1.9,0.03,good
14.1,0.033,bad
7.9,0.039,bad
10.7,0.04,bad
1.2,0.04,bad
10.3,0.039,bad
8.1,0.037,bad
1.9,0.037,bad
2.7,0.029,good
5.7,0.038,good
9.3,0.062,bad
8.1,0.045,bad
1.3,0.041,bad
8.5,0.036,bad
2.1,0.049,bad
3.5,0.033,bad
5.7,0.038,good
8.1,0.045,bad
1.3,0.041,bad
14.4,0.044,bad
13.7,0.049,bad
11.1,0.052,good
9.3,0.062,bad
4.9,0.055,bad
1.7,0.028,bad
1.6,0.032,bad
1.4,0.204,bad
1.4,0.208,bad
1.6,0.052,bad
6.8,0.047,bad
9.7,0.036,bad
10.5,0.043,bad
2,0.047,bad
6.2,0.042,bad
8.3,0.083,bad
1.6,0.04,bad
9.7,0.036,bad
10.5,0.043,bad
4.6,0.08,good
1.2,0.031,bad
7.6,0.052,bad
15,0.052,bad
7.6,0.052,bad
15,0.052,bad
11.6,0.041,bad
1.1,0.051,bad
7.8,0.049,bad
12,0.066,bad
1.1,0.051,bad
1.4,0.046,good
6.7,0.054,bad
17.2,0.036,bad
1.4,0.046,bad
8.2,0.028,good
4.3,0.044,bad
17.2,0.036,bad
11.1,0.063,bad
1.1,0.027,bad
7.2,0.058,bad
16.6,0.056,bad
1,0.024,bad
1,0.024,bad
1.3,0.039,bad
1.4,0.041,bad
16.6,0.056,bad
6.9,0.046,bad
13.3,0.076,bad
8.1,0.047,bad
9.2,0.044,good
1.4,0.047,bad
3.2,0.03,good
2.5,0.036,bad
3.2,0.03,good
4.5,0.086,bad
18.35,0.084,bad
18.35,0.084,bad
7.8,0.048,bad
7,0.057,bad
6.3,0.048,bad
1.2,0.044,bad
12.8,0.042,bad
14.2,0.056,good
14.2,0.056,good
14.2,0.056,good
14.2,0.056,good
14.2,0.056,good
16.65,0.049,bad
1.9,0.047,bad
7.7,0.043,bad
10.4,0.043,bad
3.3,0.034,good
1.1,0.054,bad
14.2,0.056,good
6.3,0.057,bad
5.25,0.053,bad
14.6,0.043,bad
11.8,0.055,bad
14.6,0.043,bad
11.8,0.055,bad
11.8,0.055,bad
17.3,0.055,bad
1.4,0.04,bad
1.3,0.038,bad
1.6,0.047,bad
5.25,0.053,bad
2.4,0.043,bad
14.6,0.043,bad
11.8,0.055,bad
1.5,0.038,bad
1.8,0.043,bad
7.7,0.034,good
2,0.035,bad
1.8,0.043,bad
1.4,0.064,bad
16.7,0.046,bad
8.1,0.026,bad
8,0.028,bad
4.7,0.023,good
8.1,0.026,bad
2.1,0.049,good
16.7,0.046,bad
6.4,0.05,bad
1.5,0.051,bad
7.6,0.04,bad
1.5,0.051,bad
12.4,0.168,bad
1.3,0.16,bad
1.7,0.179,bad
8.1,0.046,bad
7.1,0.037,bad
7.6,0.04,bad
2.3,0.034,bad
6.5,0.042,bad
1.4,0.024,bad
12.7,0.049,bad
1.6,0.038,bad
1.1,0.018,bad
1.2,0.046,bad
6.5,0.042,bad
4.6,0.029,bad
0.6,0.042,bad
10.6,0.032,bad
4.6,0.029,bad
4.8,0.028,bad
2.7,0.03,bad
12.6,0.034,bad
0.6,0.042,bad
9.2,0.046,bad
6.6,0.052,bad
7,0.05,bad
8.45,0.031,good
11.1,0.034,bad
18.15,0.042,bad
18.15,0.042,bad
4.1,0.026,bad
4.1,0.026,bad
4.6,0.029,bad
18.15,0.042,bad
4.9,0.031,good
8.3,0.044,bad
1.4,0.04,bad
11.5,0.04,bad
1.8,0.036,bad
1.6,0.047,bad
2.4,0.049,bad
4.9,0.042,bad
1.8,0.05,bad
4.3,0.051,bad
4.4,0.051,bad
1.4,0.029,bad
1.6,0.03,good
1.3,0.057,bad
5.2,0.04,bad
5.6,0.043,bad
5.3,0.045,bad
4.9,0.042,bad
2.4,0.049,bad
1.6,0.039,bad
2.1,0.055,bad
1.4,0.042,bad
7.1,0.044,bad
1.6,0.039,bad
10.7,0.046,bad
11.1,0.036,bad
10.7,0.029,bad
1.6,0.053,bad
1.6,0.053,bad
1.5,0.05,bad
1.5,0.049,bad
1.6,0.046,bad
1.6,0.053,bad
8,0.044,bad
7.7,0.045,bad
2.7,0.043,bad
15.1,0.052,bad
15.1,0.052,bad
8.9,0.048,bad
6,0.05,bad
12.3,0.046,bad
13.1,0.056,bad
6.7,0.043,bad
12.3,0.046,bad
2.3,0.042,bad
11.1,0.047,bad
1.5,0.056,bad
6.7,0.043,bad
6,0.05,bad
15.2,0.057,bad
10.2,0.048,bad
13.1,0.056,bad
10.7,0.038,bad
17.1,0.05,bad
17.1,0.05,bad
17.1,0.05,bad
1.9,0.05,bad
10.7,0.038,bad
17.1,0.05,bad
1.2,0.034,bad
1.2,0.04,bad
3.1,0.041,bad
1.5,0.033,bad
10.7,0.076,bad
4.9,0.035,good
12.6,0.051,bad
10.7,0.076,bad
4.9,0.035,good
12.15,0.048,bad
12,0.056,bad
1.7,0.062,bad
2.6,0.054,bad
1.4,0.036,bad
1.9,0.04,bad
16.9,0.056,bad
16.9,0.056,bad
2.1,0.03,bad
7,0.041,bad
7.1,0.054,bad
5.9,0.058,bad
7.1,0.054,bad
8.7,0.06,bad
13.2,0.056,bad
15.3,0.056,bad
15.3,0.056,bad
13.2,0.047,bad
2.7,0.037,good
10.65,0.053,bad
10,0.054,bad
6.8,0.056,bad
15.6,0.04,bad
13.2,0.056,bad
5.1,0.038,bad
3,0.035,bad
15.3,0.056,bad
2.1,0.052,bad
1.9,0.054,bad
8.6,0.052,bad
8.75,0.035,bad
3.6,0.038,bad
4.7,0.031,bad
1.3,0.048,bad
1.8,0.031,bad
9.7,0.04,bad
4,0.03,good
2.4,0.087,bad
4.7,0.031,bad
18.8,0.028,bad
1.8,0.069,bad
1.8,0.069,bad
12.8,0.053,good
12.8,0.053,good
12.8,0.053,good
12.8,0.053,good
12.8,0.053,good
7.8,0.042,bad
16.75,0.05,bad
12.8,0.053,good
12.8,0.053,good
7.8,0.042,bad
5.4,0.06,good
16.75,0.05,bad
1.3,0.047,bad
10.1,0.053,bad
3.8,0.044,bad
10.9,0.041,bad
6.6,0.04,bad
9.8,0.041,bad
11.7,0.051,good
1.2,0.217,bad
1.4,0.056,bad
9.6,0.052,bad
12.2,0.048,bad
2.6,0.044,bad
10.7,0.037,bad
4.9,0.058,bad
12.2,0.048,bad
9.6,0.052,bad
1.4,0.056,bad
1.1,0.037,bad
1,0.036,bad
8.2,0.051,bad
11.3,0.049,bad
7.3,0.069,bad
2.3,0.051,bad
8.2,0.051,bad
2.1,0.058,bad
2,0.059,bad
10,0.056,bad
15.75,0.035,bad
3.9,0.045,good
2,0.031,bad
1.5,0.039,bad
1.6,0.058,good
1.4,0.056,bad
1.5,0.039,bad
1.4,0.047,bad
2,0.031,bad
13.8,0.041,bad
1.3,0.051,bad
3.8,0.051,bad
6.9,0.041,bad
2.2,0.027,good
1.6,0.045,bad
13.8,0.041,bad
10.8,0.051,good
12.8,0.056,bad
10.8,0.051,good
15.3,0.067,bad
12.1,0.046,bad
12,0.046,bad
11.6,0.042,good
9.2,0.034,bad
11.6,0.042,good
9.2,0.034,bad
2.8,0.054,bad
1.6,0.049,bad
6.1,0.067,bad
8.5,0.048,bad
7.8,0.04,bad
14.9,0.06,bad
6.2,0.046,bad
8.5,0.048,bad
8.2,0.042,bad
7.8,0.04,bad
10.6,0.094,bad
11.2,0.047,bad
11.6,0.043,bad
7.1,0.031,good
14.9,0.06,bad
6.2,0.046,bad
1.7,0.047,bad
7.7,0.048,bad
17.3,0.06,bad
1.4,0.042,good
7.7,0.046,bad
7.7,0.048,bad
3.4,0.049,bad
1.6,0.046,bad
1.4,0.039,bad
1.4,0.157,bad
10.4,0.049,bad
1.4,0.157,bad
10.4,0.049,bad
4.1,0.061,bad
2.8,0.032,bad
15.7,0.056,bad
10.9,0.045,bad
15.7,0.056,bad
6.5,0.027,bad
10.9,0.045,bad
5.9,0.034,bad
17.3,0.055,bad
1.4,0.051,good
13.5,0.06,bad
8.5,0.035,bad
6.2,0.053,bad
1.4,0.051,good
14.95,0.067,bad
7.7,0.043,bad
1.3,0.033,bad
7.7,0.043,bad
1.3,0.148,bad
1.3,0.047,bad
1.3,0.046,bad
15.6,0.049,bad
15.6,0.049,bad
15.6,0.049,bad
15.6,0.049,bad
4.9,0.158,bad
5,0.157,bad
15.6,0.049,bad
6.5,0.037,good
1.4,0.047,good
2.7,0.047,bad
1.2,0.054,bad
6.5,0.037,good
6.4,0.031,good
6.9,0.041,bad
7.2,0.04,good
10.6,0.042,bad
3.5,0.027,good
6.4,0.031,good
2.3,0.043,good
12.05,0.058,bad
7,0.055,bad
11.8,0.051,bad
1.4,0.06,bad
5,0.04,good
2.2,0.049,bad
14.6,0.053,bad
1.6,0.045,bad
1.3,0.035,bad
14.6,0.053,bad
2.8,0.036,good
1.6,0.045,bad
3.3,0.029,good
6.3,0.032,bad
8.1,0.061,bad
1.6,0.038,good
10.6,0.045,bad
11.8,0.046,bad
1.7,0.035,good
8.1,0.037,bad
1.4,0.053,bad
1.3,0.036,bad
1.8,0.041,bad
7.2,0.045,bad
1.1,0.049,bad
11.95,0.038,bad
1.1,0.049,bad
11.95,0.038,bad
2.2,0.054,bad
12.7,0.05,bad
1.4,0.032,bad
10.6,0.049,bad
1.9,0.024,good
17.8,0.058,bad
10.2,0.048,bad
4.8,0.041,bad
9.8,0.067,bad
8.4,0.051,bad
7.2,0.041,bad
4.8,0.06,bad
8.4,0.051,bad
4.5,0.034,good
1.4,0.032,bad
7.2,0.041,bad
11,0.043,bad
11.1,0.039,bad
2.6,0.031,bad
2,0.029,bad
10.1,0.168,bad
13.3,0.048,bad
11.4,0.04,bad
1.3,0.06,bad
1.4,0.044,good
