residual sugar,density,alcohol,quality
11.8,0.99786,9,bad
1.4,0.99206,10.1,bad
1,0.98722,13.6,bad
13.1,0.99884,9.1,bad
10.6,0.99666,9.2,bad
10.4,0.99754,8.8,bad
1.1,0.99272,10,bad
7.4,0.99712,9.1,bad
1.2,0.99104,11.2,bad
3.4,0.99373,9.2,bad
18.15,0.99904,9.2,bad
8,0.9956,9.5,bad
2.5,0.99095,11.9,good
2,0.99382,9.8,bad
2,0.99382,9.8,bad
6.9,0.99299,10.8,good
1.2,0.99048,11.3,bad
9.4,0.99254,12.1,bad
2.9,0.9902,11.3,good
6.9,0.99299,10.8,good
5.4,0.99012,13.5,good
1.3,0.99293,10.3,bad
20.8,1.00022,9,bad
10.3,0.99382,11.6,bad
1.3,0.99293,10.3,bad
1.6,0.98954,12.5,bad
13.1,0.99936,8.6,bad
1.8,0.9884,13.4,bad
8,0.99144,12.7,bad
1.6,0.99324,9.2,bad
1.4,0.99174,10.2,bad
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
14.7,0.99792,9,good
1.8,0.99043,11.9,bad
10.6,0.99654,9,bad
12.5,0.99758,9,bad
6.8,0.99374,11,bad
14.7,0.99792,9,good
2.9,0.99243,10,bad
1.4,0.99216,10.7,bad
1.4,0.99215,10.7,bad
2.1,0.98953,13.4,good
7.4,0.99278,11,bad
2.9,0.99243,10,bad
1.4,0.99216,10.7,bad
1.4,0.99215,10.7,bad
7.4,0.99278,11,bad
5,0.99186,11,bad
2.5,0.99072,11.1,good
6.1,0.99244,10.9,bad
2.7,0.99084,11.5,bad
2.1,0.98953,13.4,good
12.9,0.99754,9.4,bad
12.9,0.99754,9.4,bad
12.9,0.99754,9.4,bad
13.7,0.99567,10.6,bad
12.9,0.99754,9.4,bad
2.4,0.99094,12,bad
9.8,0.99532,10.2,bad
13.7,0.99567,10.6,bad
1.3,0.9874,13.5,bad
12.1,0.99794,9.7,bad
6.1,0.99122,12.2,bad
7.7,0.99226,12.3,bad
6.1,0.99122,12.2,bad
1.4,0.99099,11.4,good
7.7,0.99134,12.7,good
12.1,0.99794,9.7,bad
6.8,0.99338,10.8,bad
9.2,0.9938,11,bad
8.3,0.9955,9.5,bad
17.4,0.99776,10.1,bad
2.7,0.98964,13.2,good
12.8,0.99808,8.8,bad
8.2,0.99551,9.5,bad
8.1,0.99548,9.5,bad
8.2,0.99541,9.5,bad
8.3,0.9955,9.5,bad
8,0.99536,9.5,bad
11.8,0.99524,10.4,bad
12,0.9961,9.9,bad
1.7,0.99224,10,bad
17.4,0.99776,10.1,bad
13.9,0.99702,9.4,bad
10.7,0.99657,9.3,bad
2,0.99176,10.9,bad
2.2,0.99166,11.4,bad
1.3,0.99242,10.3,bad
1.1,0.99109,11,bad
2,0.99176,10.9,bad
6.4,0.99278,10.8,bad
1.3,0.99242,10.3,bad
1.1,0.99109,11,bad
10.7,0.99657,9.3,bad
6.4,0.99358,10.2,bad
6.3,0.99358,10.2,bad
6.4,0.99278,10.8,bad
15.1,0.99705,10.5,bad
2,0.9912,11.1,bad
2,0.99176,10.9,bad
2.2,0.99166,11.4,bad
12.1,0.99677,10.3,bad
8.8,0.99172,12.9,good
8.8,0.9953,9.9,bad
5.1,0.99186,11.3,bad
6.8,0.99188,11.5,bad
6.8,0.99188,11.5,bad
3.7,0.99158,10.7,bad
12.2,0.99522,10.4,bad
5.7,0.99176,12.5,bad
8.1,0.99558,9.5,bad
2.5,0.9911,11.3,good
4,0.99016,13,bad
6.8,0.99188,11.5,bad
1,0.98956,11.5,bad
5.1,0.99186,11.3,bad
5.8,0.99062,13.2,good
10.6,0.99274,11.5,good
3.5,0.993,9.6,bad
3.5,0.993,9.6,bad
16.4,0.9978,9.7,bad
4.8,0.9946,9.2,bad
3.3,0.99429,8.4,bad
1.2,0.99002,12.4,bad
1.2,0.99002,12.4,bad
4.8,0.9946,9.2,bad
3.3,0.99429,8.4,bad
2.5,0.9909,11.7,bad
8.7,0.99294,11,bad
1.6,0.99044,11.9,bad
4,0.98958,13.2,good
2.5,0.9909,11.7,bad
16.2,0.9986,9.1,bad
9,0.99262,12.6,bad
16.2,0.9986,9.1,bad
1.4,0.99212,10.5,bad
7,0.99628,10.6,bad
9,0.99262,12.6,bad
3.1,0.98913,13.7,good
1.5,0.99021,12,bad
4.6,0.99198,12.5,good
4.8,0.99226,12.1,bad
4.6,0.99159,11.3,bad
1.5,0.99021,12,bad
2.7,0.99224,10.3,bad
6.3,0.99068,12.7,bad
7.2,0.99587,9.2,bad
7.2,0.99587,9.2,bad
12.4,0.99728,9.5,bad
6.6,0.99364,10.1,bad
6.6,0.99364,10.1,bad
4,0.99018,13,good
4.8,0.98968,13.1,bad
1.3,0.99178,11,bad
7.2,0.99587,9.2,bad
11.1,0.9961,9.4,bad
12.4,0.99728,9.5,bad
9.8,0.99534,10.2,bad
6.6,0.99364,10.1,bad
13.3,0.99864,8.6,bad
11.7,0.99776,9,bad
8,0.99545,9.6,bad
1.6,0.99299,9.9,good
16.55,0.99665,10.5,bad
1.5,0.99069,11.4,bad
10.2,0.99692,9.4,bad
6.6,0.99324,11.1,bad
17.8,0.99896,8.9,bad
17.8,0.99896,8.9,bad
1.5,0.99226,10.8,bad
7.4,0.99226,12.2,bad
17.8,0.99896,8.9,bad
2,0.99076,12.5,bad
7.4,0.99226,12.2,bad
2,0.99076,12.5,bad
17.8,0.99896,8.9,bad
12.1,0.9951,10.8,bad
8.2,0.99234,11.4,bad
1.5,0.99226,10.8,bad
8.7,0.99368,10.6,bad
3.5,0.9937,9.2,bad
6.4,0.99151,12.2,bad
2.1,0.99021,12.3,bad
7.7,0.99479,10.4,bad
12.3,0.9954,10.4,bad
1.3,0.99176,11,good
8.7,0.99368,10.6,bad
3.5,0.9937,9.2,bad
1.1,0.99246,13.5,bad
2.8,0.9908,11.4,bad
3.5,0.98994,11.5,bad
1.9,0.98746,14,good
3.8,0.99028,12.5,good
3.8,0.99028,12.5,good
2.4,0.98867,12.8,good
4.8,0.99174,11.2,good
4.8,0.99174,11.2,good
6.2,0.99021,13.6,bad
1.3,0.99304,9.2,bad
3.8,0.99028,12.5,good
1.5,0.99154,11.1,bad
4.8,0.99174,11.2,good
1.9,0.98746,14,good
6.2,0.99021,13.6,bad
7.9,0.9956,9.4,bad
1.6,0.98779,14.2,good
1.4,0.98836,13.2,bad
2.6,0.99138,11.2,bad
14.8,0.99751,10.2,bad
2.4,0.98867,12.8,good
0.9,0.99249,10.1,bad
0.9,0.99249,10.1,bad
1.2,0.99239,10.3,bad
9.9,0.99512,9.9,bad
3.9,0.99098,11.5,bad
15.6,0.99872,9,bad
15.6,0.99872,9,bad
1.5,0.98894,12.1,bad
1.6,0.988245,13.3,bad
7.8,0.99326,11.5,good
5.6,0.99328,11,bad
1.3,0.99222,10.7,bad
16.7,0.99898,9.4,bad
7.95,0.99486,10.3,bad
6.7,0.99528,9.3,bad
1.1,0.99062,12,bad
6.3,0.99282,11,bad
8.9,0.996,9.3,bad
1,0.99138,10.1,bad
1.5,0.99166,11.1,bad
6.6,0.99408,9.9,bad
6.2,0.99281,11,bad
6.3,0.99282,11,bad
2.1,0.98964,12.5,bad
2.2,0.98952,12.7,good
5.4,0.99469,9.3,bad
8.9,0.996,9.3,bad
1,0.99138,10.1,bad
17.9,0.9991,8.8,bad
2.6,0.99047,11.2,bad
1.3,0.99178,10.8,good
17.9,0.9991,8.8,bad
2.6,0.99047,11.2,bad
2.3,0.99207,10.3,bad
4.3,0.99152,12,bad
7.1,0.99438,9.5,bad
7.1,0.99438,9.5,bad
11.9,0.99622,9.8,bad
11.7,0.99773,9,bad
5.8,0.99088,13,good
3.8,0.99108,11.8,good
12.4,0.99803,8.8,bad
6.5,0.99304,11.2,bad
7.1,0.99438,9.5,bad
7.6,0.99548,9.4,bad
7.9,0.99551,9.5,bad
2.8,0.99152,10.4,bad
10.6,0.99572,9.8,good
2.8,0.99152,10.4,bad
1.5,0.99244,10.3,bad
7.6,0.99548,9.4,bad
7.9,0.99551,9.5,bad
1.7,0.9903,11.9,good
7.6,0.99162,12.8,good
7.5,0.99116,13,bad
1.7,0.9922,10.4,good
1.7,0.99223,10.4,bad
12.1,0.99481,10.7,bad
4.5,0.9928,10.7,good
1.7,0.9903,11.9,good
8,0.99429,10.4,bad
7.6,0.99162,12.8,good
8.6,0.99454,9.9,bad
8.6,0.99454,9.9,bad
14.6,0.99863,9.4,bad
1.6,0.991,11.4,bad
8.6,0.99454,9.9,bad
14.6,0.99863,9.4,bad
1.1,0.99317,9.2,bad
3.7,0.99173,10.5,good
8.9,0.99455,11,good
8.9,0.99455,11,good
4.7,0.99186,12.1,bad
8.9,0.99455,11,good
3.1,0.98944,12.8,good
5.8,0.9942,10.5,bad
5.8,0.9942,10.5,bad
5.8,0.9942,10.5,bad
1,0.99238,9.5,bad
15.8,0.99782,9.2,bad
1.5,0.99111,11.1,bad
5.2,0.99067,12.3,good
1.5,0.99111,11.1,bad
2.5,0.98878,12.6,bad
1,0.99238,9.5,bad
15.8,0.99782,9.2,bad
5.9,0.9938,10.8,bad
3.1,0.99143,11.3,bad
3.1,0.98944,12.8,good
5.8,0.9942,10.5,bad
11.5,0.99588,9.8,bad
18,1.00038,8.5,bad
4.8,0.99424,9.3,bad
8.5,0.99626,9.2,bad
1.6,0.99076,11.4,bad
18,1.00038,8.5,bad
4.8,0.99424,9.3,bad
5.9,0.99536,8.4,bad
1.1,0.99318,9.2,bad
8.5,0.99626,9.2,bad
13.1,0.99726,10.4,bad
4.1,0.99126,11.6,bad
2.9,0.98998,12.4,bad
13.1,0.99726,10.4,bad
1.1,0.99304,9.3,bad
1.5,0.9892,12.2,bad
7.75,0.99296,11,bad
1.15,0.99047,11.4,bad
1,0.9924,9.5,bad
17.8,0.9989,9.2,bad
5.7,0.99338,11.1,bad
17.8,0.9989,9.2,bad
7.4,0.99404,11,bad
1.4,0.99287,9.9,bad
1.4,0.99286,9.9,bad
1,0.9924,9.5,bad
4.4,0.99058,12.4,bad
1.6,0.9934,9.4,bad
7.9,0.99545,9.3,bad
15.5,0.9984,8.7,good
15.5,0.9984,8.7,good
15.5,0.9984,8.7,good
15.5,0.9984,8.7,good
17.55,0.99971,9,good
13.5,0.99546,10.7,bad
13.5,0.99546,10.7,bad
1.3,0.99058,11.3,bad
15.5,0.9984,8.7,good
11.6,0.99314,11.7,bad
7.9,0.99545,9.3,bad
15.5,0.9984,8.7,good
17.55,0.99971,9,good
11.6,0.99314,11.7,bad
13.15,0.99565,10.7,bad
1.9,0.99056,11.4,bad
13.5,0.99546,10.7,bad
1.3,0.99058,11.3,bad
6.1,0.99362,10,bad
6.1,0.99362,10,bad
1.9,0.99196,11.2,bad
1.9,0.99255,9.7,bad
1.6,0.99027,12.5,bad
11.3,0.99302,12.9,good
8.4,0.99257,11.8,bad
8.3,0.99506,10.6,bad
8.4,0.99257,11.8,bad
12.2,0.9952,10.7,bad
8,0.99498,9.9,bad
1.3,0.9903,12,bad
12.7,0.99706,10.4,good
1.3,0.99398,8.5,bad
10.5,0.99588,9.9,bad
12.5,0.99691,9.4,bad
9.6,0.99608,10.4,bad
1.5,0.99142,11,bad
1.5,0.99138,11,bad
7.8,0.99432,10.4,bad
10.8,0.99592,9.8,bad
12.5,0.99691,9.4,bad
8.6,0.99432,10.6,bad
1.2,0.99266,10.1,bad
14.5,0.99456,11.5,good
3.7,0.9915,11.4,bad
1.1,0.99322,9.2,bad
1.1,0.9927,9.7,bad
3.8,0.99173,11.3,bad
4.6,0.99412,9.6,bad
10.2,0.99666,8.9,bad
7.9,0.99425,10,bad
2.4,0.99314,9.2,bad
10.7,0.99672,9,bad
4.9,0.99024,12.8,good
10.7,0.99672,9,bad
1.1,0.99366,9.5,bad
7.9,0.99425,10,bad
5.6,0.99299,11,bad
2.4,0.99314,9.2,bad
14.2,0.99528,10.6,bad
9.5,0.99568,10,bad
9.5,0.99568,10,bad
4.1,0.99062,11.7,good
4.7,0.99058,12.5,good
1.4,0.99059,11.1,good
0.9,0.99119,9.7,bad
20.3,0.99727,12.3,bad
3.5,0.99021,12.2,bad
2.7,0.99238,11.3,bad
1.2,0.99164,11.6,bad
1.2,0.99006,11.3,bad
2,0.99078,11.1,bad
1.1,0.99036,11.2,bad
1.5,0.99123,11.3,bad
1.2,0.98978,12,bad
18.1,0.99908,8.8,bad
18.1,0.99908,8.8,bad
3.6,0.99022,12,good
3.5,0.99024,12,good
12.1,0.9973,9,bad
17.45,0.99853,9.3,bad
12.1,0.99769,8.7,bad
3,0.98954,12.8,bad
1.6,0.98974,11.5,good
5.7,0.99382,10,bad
5.6,0.99383,10,bad
6.8,0.99538,10.3,bad
15.6,0.99734,10.4,bad
6,0.98981,13.4,good
1.8,0.99095,11.2,bad
8.6,0.9964,9.1,bad
8.6,0.9964,9.1,bad
11.5,0.99411,10.8,bad
7.8,0.9915,12.5,bad
2.4,0.99234,11.3,bad
5,0.99016,12.8,bad
8.6,0.9964,9.1,bad
1.5,0.98949,12.7,bad
5.4,0.99287,11,good
11.9,0.99544,10.4,bad
11.9,0.99544,10.4,bad
9,0.9941,10.7,bad
10,0.994,10.9,bad
11.9,0.99544,10.4,bad
11.9,0.99546,10.4,bad
15.5,0.99737,9.7,good
5.4,0.99287,11,good
15,0.99767,9.6,bad
1.4,0.98711,13.9,good
9.4,0.99714,9.4,bad
3.7,0.99134,12.5,bad
15,0.99767,9.6,bad
1.4,0.9927,9.5,bad
6.5,0.9948,9.6,bad
1.4,0.9927,9.5,bad
6.3,0.99481,9.6,bad
13.7,0.99825,8.7,good
13.7,0.99825,8.7,good
13.7,0.99825,8.7,good
13.7,0.99825,8.7,good
13.7,0.99825,8.7,good
13.7,0.99825,8.7,good
1.5,0.99192,10.4,bad
1.6,0.99184,10.7,bad
1.4,0.99019,12,good
3.5,0.98998,12.1,good
1,0.98886,13.1,good
1.4,0.98998,12.4,bad
1.5,0.98949,12.6,good
13.7,0.99825,8.7,good
1.6,0.99009,12,bad
5.2,0.99252,11.6,bad
1.4,0.99288,9.3,bad
11.9,0.99659,9.3,bad
2.4,0.99133,11.1,good
3.2,0.99324,10.2,bad
1.7,0.99164,10.6,bad
4.2,0.99107,11.3,good
15.4,0.9986,9.4,bad
13,0.99708,9.3,bad
5.6,0.99163,11.1,bad
9.7,0.99605,9.9,bad
2.5,0.99065,11.8,good
4,0.9903,12.6,good
15.4,0.9986,9.4,bad
1.2,0.99236,10.5,bad
2,0.98948,12.3,bad
1.2,0.99045,11.3,bad
5.1,0.9939,9.6,bad
1.4,0.98985,12,bad
1.2,0.99138,11.2,bad
6.5,0.99348,10.2,bad
1.3,0.99066,12.4,bad
6.5,0.99348,10.2,bad
2.7,0.98862,13.4,good
1.3,0.98865,12.6,bad
7.4,0.99472,9.8,bad
12.9,0.99792,9.1,bad
1.3,0.99066,12.4,bad
1.2,0.99035,12.5,bad
2.6,0.99086,11.7,bad
2.3,0.99013,12.9,bad
1.3,0.99266,10.1,bad
10.5,0.99517,10.3,bad
2.6,0.99086,11.7,bad
14.4,0.99666,10.3,bad
1.2,0.991,10.8,good
3.1,0.99068,11.2,bad
1.7,0.99084,11.8,bad
6,0.9939,9.8,bad
11.8,0.99624,10,bad
6.2,0.99602,8.8,bad
1.4,0.9926,10.1,bad
12.1,0.99718,9.5,bad
12.1,0.99718,9.5,bad
12.1,0.99718,9.5,bad
3.9,0.99344,9.2,bad
4.6,0.99184,12.2,bad
12.1,0.99718,9.5,bad
1.2,0.99033,11.3,bad
8.1,0.99248,12.1,bad
3.9,0.99344,9.2,bad
1.1,0.99076,11.2,bad
6.5,0.99092,12.5,good
10.1,0.99486,10.6,bad
10.7,0.99464,10.4,good
3.2,0.99235,10.1,good
12.4,0.99612,9.9,bad
5.2,0.99202,11,bad
5,0.99261,10,bad
2.5,0.98964,12.7,bad
9.2,0.99206,12.1,bad
6.9,0.9938,10.4,bad
2,0.99204,10.4,bad
15,0.99736,9.2,bad
15,0.99736,9.2,bad
1.2,0.99192,10.5,bad
15,0.99736,9.2,bad
1.8,0.99002,11.9,good
10.8,0.996,10.1,bad
3.9,0.99237,11.1,bad
4.2,0.99214,10.8,good
2,0.99041,11.8,bad
13.5,0.9982,9.2,bad
13.3,0.99822,9.2,bad
2.2,0.9893,12.3,bad
1.4,0.99274,10.1,bad
1.6,0.99105,11.4,bad
2.2,0.99209,10.4,bad
14.8,0.99676,9.8,bad
1.8,0.99251,9.9,bad
14.8,0.99676,9.8,bad
1.3,0.99082,11.2,bad
9.9,0.99567,10.9,bad
5.1,0.99416,9.2,bad
5.1,0.99416,9.2,bad
1.5,0.9887,12,bad
1.5,0.98871,12.1,bad
11.1,0.99248,12.4,bad
5.25,0.99184,11.2,bad
2.3,0.98952,12.7,good
7.9,0.99267,12.2,bad
8,0.99269,12.2,bad
1.4,0.98912,12.2,bad
5.25,0.99184,11.2,bad
2.3,0.98952,12.7,good
2.3,0.9895,12.7,good
3.5,0.98999,12.1,bad
13.7,0.9981,9.4,bad
9.9,0.995,10.1,bad
15.4,0.99848,9.4,bad
16,0.99862,8.9,bad
16,0.99862,8.9,bad
16,0.99862,8.9,bad
16,0.99862,8.9,bad
2.4,0.98886,13,good
5.5,0.99474,10.3,bad
2.3,0.99126,10.1,bad
16.8,0.99691,10.5,bad
16,0.99862,8.9,bad
17.8,0.99773,10.1,bad
17.8,0.99773,10.1,bad
6.8,0.9928,11,bad
6.8,0.9928,11,bad
6.8,0.9928,11,bad
6.8,0.9928,11,bad
1.6,0.99288,10,bad
4.7,0.99202,10.5,bad
11.8,0.99606,9.7,bad
17.8,0.99773,10.1,bad
15.7,0.99922,9.4,bad
5.8,0.99296,11.2,bad
15.7,0.99922,9.4,bad
9,0.99468,10.8,bad
15.7,0.99922,9.4,bad
5.8,0.99296,11.2,bad
8.8,0.99388,11,bad
10.2,0.99315,12.4,bad
6.6,0.99478,9.4,bad
6.5,0.99478,9.4,bad
8.9,0.99692,9.5,bad
11.1,0.99616,10,bad
4.2,0.9902,12.5,bad
1.6,0.9921,10.9,bad
7.4,0.99462,10.5,bad
11.5,0.99476,10.8,bad
1.6,0.99178,11,good
2,0.99081,11.8,bad
4.8,0.99198,12.6,bad
9.8,0.99545,10.2,bad
1.9,0.98997,12,bad
4.2,0.9902,12.5,bad
1.6,0.99089,11.5,bad
7.3,0.99172,11.94,good
5.4,0.9901,12.8933333333333,good
10.4,0.99681,9.4,bad
1.9,0.9893,12.2,good
7.3,0.99172,11.94,good
5.4,0.9901,12.8933333333333,good
7.7,0.99527,9.5,bad
11.5,0.99445,10.6,bad
1.2,0.99198,10.5,good
2.2,0.99085,11.4666666666667,bad
1,0.99033,11.4,bad
8.2,0.99538,9.5,bad
8.3,0.99627,9.2,bad
8.2,0.99538,9.5,bad
9.3,0.99433,10.98,bad
8.1,0.9954,9.4,bad
8.2,0.99538,9.5,bad
8.3,0.99627,9.2,bad
13.9,0.99807,8.8,good
13.9,0.99807,8.8,good
13.9,0.99807,8.8,good
13.9,0.99807,8.8,good
13.9,0.99807,8.8,good
13.9,0.99807,8.8,good
13.9,0.99807,8.8,good
2,0.99232,10.4,good
13.9,0.99807,8.8,good
15.7,0.99788,10.0333333333333,bad
1.2,0.99108,11.3,bad
1.5,0.99234,10.4,bad
1.2,0.99288,9.2,bad
3.2,0.99195,11.1,bad
1.2,0.99288,9.2,bad
2.6,0.99121,11.3,good
13.2,0.99839,9.1,bad
10.4,0.99738,9.4,bad
5.7,0.98963,13.2,bad
2.5,0.98946,12.7,bad
1.6,0.99178,10.7,bad
1.4,0.99136,11.4333333333333,bad
7.4,0.99323,11.1,bad
2.5,0.98946,12.7,bad
5.6,0.99313,10.5333333333333,bad
3.6,0.9912,11.6,bad
7.5,0.99504,9.53333333333333,bad
5.8,0.99461,9.8,bad
1.6,0.99178,10.7,bad
1.5,0.99008,12,bad
2.9,0.98959,12.8,bad
11.2,0.99663,9.5,bad
9.65,0.99334,10.9333333333333,bad
10.1,0.99561,9.1,bad
3.2,0.98959,12.6,bad
11.2,0.99663,9.5,bad
11.45,0.99418,10.9,bad
9.65,0.99334,10.9333333333333,bad
4.5,0.9937,9.6,bad
2.7,0.99372,9.3,bad
3.5,0.99157,11.3666666666667,bad
1.7,0.98918,12.5,bad
2.1,0.9932,9.5,bad
4.8,0.99235,11,bad
5,0.99373,9.4,bad
2.6,0.9914,11.3333333333333,bad
6.6,0.99494,8.8,bad
5,0.99373,9.4,bad
7.3,0.99332,11.0666666666667,bad
5,0.99198,12.2,bad
1.7,0.99142,11,bad
2.6,0.9914,11.3333333333333,bad
8.2,0.99542,9.5,bad
8.2,0.99542,9.5,bad
5,0.9924,11,bad
1.2,0.99112,11.2,bad
7.1,0.99534,9.3,bad
9.5,0.99338,10.8,bad
15.8,0.99804,9.2,bad
15.5,0.99899,9.4,bad
15.8,0.99804,9.2,bad
17.05,0.99724,10.5,bad
12.7,0.99526,10.8,bad
12.3,0.99676,9.4,bad
11.8,0.99699,9.8,bad
11.8,0.99699,9.8,bad
11.8,0.99699,9.8,bad
12.3,0.99676,9.4,bad
11.8,0.99699,9.8,bad
13.6,0.99461,12.1,bad
5.2,0.99116,12.3,bad
6.2,0.99362,9.73333333333333,bad
7.9,0.99512,9.4,bad
7.9,0.99512,9.4,bad
3.3,0.9895,12.8,good
2.8,0.99043,11.05,bad
7.9,0.99512,9.4,bad
3.3,0.9895,12.8,good
6.3,0.99391,9.73333333333333,bad
4.9,0.98963,13.1,good
10.4,0.99335,11.5,good
4.9,0.98963,13.1,good
10.4,0.99335,11.5,good
16,0.99824,9.1,bad
6.3,0.99391,9.75,bad
2.2,0.9917,10.5,bad
17.3,0.99906,8.8,bad
17.3,0.99906,8.8,bad
17.3,0.99906,8.8,bad
17.3,0.99906,8.8,bad
2.2,0.9917,10.5,bad
2.2,0.9917,10.5,bad
17.3,0.99906,8.8,bad
6.6,0.99415,9.9,bad
6.5,0.99418,9.9,bad
12.3,0.99611,9.9,bad
5,0.99124,12.2,bad
2.8,0.99179,10.8,bad
13.6,0.99886,8.7,bad
2.8,0.98924,13.2,bad
5.4,0.99045,12.7,bad
10.9,0.9969,9.4,bad
1.7,0.99196,11.2,bad
9.15,0.99339,11.3333333333333,bad
4.5,0.99224,11.9,bad
9.15,0.99339,11.35,bad
1.4,0.99184,10.5,bad
5.9,0.99428,9.8,bad
16.4,0.99834,9.1,bad
1.2,0.98918,12.4,bad
16.4,0.99834,9.1,bad
5.9,0.99428,9.8,bad
7.8,0.99241,11.3,bad
7.8,0.99241,11.3,bad
2.8,0.98816,13.1,bad
2.9,0.98916,12.5,bad
2.5,0.99329,10.3,bad
12.8,0.99535,10.7,bad
12.2,0.99552,10.4,bad
7.7,0.99514,9.5,bad
2.8,0.99304,9.8,bad
2.9,0.98916,12.5,bad
17.3,0.9984,9.4,bad
19.3,0.99911,9,bad
19.3,0.99911,9,bad
19.3,0.99911,9,bad
2.7,0.98952,13,good
6.4,0.99403,9.9,bad
17.3,0.9984,9.4,bad
2.4,0.99312,10.6,bad
2.8,0.98968,13.4,bad
1.7,0.98946,12.5,bad
15.4,0.9981,9.3,bad
15.4,0.9981,9.3,bad
4.1,0.99306,11,bad
6.6,0.99378,10.3,bad
1.2,0.99036,11.3,bad
2.1,0.99094,10.9,bad
1,0.9908,11.3,bad
1.1,0.9899,12.1,bad
1.4,0.99173,11.1,bad
1.6,0.99356,9.8,bad
9.8,0.99571,10.1,bad
1.9,0.98945,12.4,bad
1.3,0.98865,12.7,bad
7.9,0.99514,9.6,bad
7.9,0.99514,9.6,bad
4.5,0.9943,9.1,bad
22.6,0.99636,12.8,bad
7.9,0.99514,9.6,bad
3.5,0.98987,12.4,bad
1.2,0.99288,9.55,bad
4.5,0.9943,9.1,bad
2,0.99064,12.5,bad
7.8,0.99394,9.9,bad
0.9,0.99175,11.2,bad
2.9,0.98926,13,bad
2.9,0.98926,13,bad
3.5,0.99057,11.7,bad
4.2,0.98898,13.1,bad
9.7,0.9932,12,bad
10.5,0.9972,10.55,bad
1.1,0.9902,11.45,bad
16.1,0.9988,10.2,bad
1.1,0.9902,11.45,bad
8.1,0.9958,9.3,bad
6.2,0.9935,10.8,bad
7.7,0.9925,12.2,bad
2.4,0.992,11,bad
16.3,0.9986,10.4,bad
2.3,0.9914,11.4,bad
8.4,0.9909,14.05,good
8.5,0.9943,10.7,bad
6,0.994,10.2,bad
1.1,0.9904,11.2,bad
1.75,0.99,12.3333333333333,bad
2.6,0.9902,11.5,bad
1.3,0.9925,9.5,bad
2.1,0.9886,13.4,bad
1.1,0.9898,12.5,bad
1.1,0.9898,12.5,bad
2.8,0.9904,11.2,bad
9,0.9964,8.8,bad
2.8,0.9908,11.2,bad
2.2,0.9899,12.7,bad
5.1,0.993,9.8,bad
3.5,0.9944,9.8,bad
12.7,0.9956,11.7,bad
7.5,0.9949,9.8,bad
2,0.9929,9.6,bad
3.5,0.9944,9.8,bad
14.3,0.9975,9.7,bad
9.8,0.995,10,bad
12.7,0.9956,11.7,bad
12.7,0.9946,12.3,bad
5.1,0.993,9.8,bad
3.5,0.9934,9,bad
12.7,0.9984,9.1,bad
12.9,0.9984,9.1,bad
12.9,0.9984,9.1,bad
1.3,0.9908,11.4,bad
10.5,0.9963,10.5,bad
1.5,0.98914,12.4,bad
12.7,0.9984,9.1,bad
12.9,0.9984,9.1,bad
1.2,0.9937,10.1,bad
6.2,0.993,10.9,bad
8.8,0.9956,11.05,bad
3.9,0.98963,12.75,bad
1.3,0.98961,12.7,bad
9.1,0.9948,11.1,bad
9.1,0.9948,11.1,bad
3.9,0.98963,12.75,bad
1.8,0.989315,13,bad
2.1,0.989435,12,bad
1.4,0.9899,11.5,bad
14.7,0.998275,10.5,bad
9.1,0.9948,11.1,bad
1.9,0.9914,11.1,bad
1.8,0.9915,11.1,bad
9.6,0.9924,13.1,bad
3.9,0.98963,12.75,bad
1.3,0.98961,12.7,bad
11.8,0.997,9.6,bad
1.9,0.9914,11.7,bad
12,0.997,9.7,bad
7.9,0.9944,10.9,bad
9.3,0.9958,10.7,good
4.6,0.98889,13.8,bad
2.2,0.989465,12.15,bad
10.2,0.9954,10.8,good
10.6,0.9947,10.7,good
1.4,0.9912,10.8,good
9.1,0.9965,10.8,bad
11.1,0.9948,12,bad
9.1,0.9965,10.8,bad
4.4,0.9925,12.2,bad
2.8,0.9936,9.4,bad
1.1,0.9898,11.4,bad
1.3,0.98948,12.5,good
1.2,0.98823,13.05,good
3.3,0.9896,12.4,bad
9.7,0.9908,12.9,good
2.3,0.9906,12,good
1.1,0.9904,11.3,bad
11.4,0.99754,10,bad
1.2,0.9898,11.8,good
14.7,0.998365,9.4,bad
13.8,0.99837,8.8,bad
1.3,0.99125,11.1,bad
6.3,0.9943,10.5,bad
7.9,0.99488,9.3,bad
2,0.99034,11.4,bad
11.8,0.99322,11.8,bad
1.2,0.98895,12.4,bad
10,0.99457,11.6,bad
5.2,0.99304,11.1,bad
1.2,0.98895,12.4,bad
7.2,0.99331,11.1,bad
9.9,0.99435,11,bad
5.3,0.99122,12.2,bad
13.55,0.99544,11,bad
2.2,0.989,12.9,bad
9.9,0.99414,10.9,bad
4.3,0.99014,13.4,bad
13,0.99551,10.7,bad
13.55,0.99544,11,bad
1,0.9908,11.4,good
1.1,0.9927,10.2,bad
6.9,0.99244,11,bad
13.4,0.99752,9.1,bad
4.6,0.99114,11,bad
9.9,0.99326,11.5,bad
3,0.9906,12,bad
5.8,0.993,11.2,bad
12.9,0.99479,11.2,bad
3.2,0.98942,12.6,good
0.8,0.99036,11,bad
2.5,0.99201,10.8,bad
2.4,0.99184,10.9,bad
