residual sugar,alcohol,density,quality
10.3,9.1,0.9969,bad
2.4,9.7,0.9938,bad
17.8,8.7,0.9998,bad
9.7,8.9,0.9972,bad
7.8,9.6,0.9976,bad
7.8,9.5,0.9976,bad
14.3,9,0.9979,bad
14.3,9,0.9979,bad
14.3,9,0.9979,bad
14.3,9,0.9979,bad
13.2,9.6,0.9972,bad
1.4,11.1,0.9918,good
15.55,9.6,0.9982,bad
13.7,8.7,0.9985,bad
7.8,10.4,0.9944,bad
2.4,11.4,0.9903,good
2.7,9.7,0.9934,bad
11.2,8.7,0.9975,bad
2,11.3,0.9923,bad
2.1,12.6,0.99,good
1.4,10.9,0.9905,good
1.4,10.9,0.9905,good
10.4,10,0.996,bad
4.6,10,0.9964,bad
16.2,9.8,0.998,bad
11.2,8.7,0.9975,bad
3.5,11.7,0.9913,bad
1.5,9.3,0.9932,bad
1.1,9.6,0.9935,good
5.7,11,0.9927,good
5.7,11,0.9927,good
1.8,11.8,0.9912,bad
0.9,11.4,0.9904,bad
5.4,10.2,0.9939,bad
19.45,8.9,0.9996,bad
8.2,10.2,0.9944,bad
13.6,9.6,0.9977,bad
1.2,10.6,0.9912,bad
19.45,8.9,0.9996,bad
8.3,9.2,0.9965,bad
6.9,9.7,0.9944,bad
7.1,9.7,0.9945,bad
7,9.7,0.9944,bad
8.3,9.2,0.9965,bad
7,9.7,0.9944,bad
13.1,9.3,0.9972,bad
5.1,9,0.9949,bad
10.7,9.5,0.9966,bad
8.9,9.8,0.9954,bad
9.1,9.8,0.9954,bad
1.1,10.6,0.9915,bad
1.2,10.6,0.9919,bad
4.7,12.4,0.9916,good
2.8,12.6,0.99,good
5,12.3,0.9909,good
5.1,10.5,0.9938,bad
15.6,9.3,0.9982,bad
15.4,8.8,0.9988,bad
7.2,8.8,0.9961,bad
15.7,9.7,0.9978,bad
14.2,9,0.9979,good
14.2,9,0.9979,good
14.2,9,0.9979,good
14.2,9,0.9979,good
5.8,10.5,0.9945,bad
19.8,9.1,1,bad
7.3,9.8,0.9957,good
1.6,8.5,0.9968,bad
1.2,9.4,0.9934,bad
10.6,9.4,0.9976,bad
3.8,11.2,0.9932,good
11.3,10,0.997,bad
2.1,10.3,0.9923,bad
1.6,10.8,0.9914,bad
0.9,10.5,0.992,bad
1.6,10.8,0.9914,bad
1.3,11.1,0.9914,bad
6.8,9.9,0.9949,bad
6.8,9.9,0.9949,bad
6.7,9.9,0.995,bad
6.7,9.9,0.995,bad
4.9,10.4,0.9927,good
4.8,10.4,0.9928,bad
2.1,11.5,0.9917,good
8.3,12.5,0.9918,good
3.7,10,0.9954,bad
6.7,10,0.9941,bad
6.6,10,0.9941,bad
1.1,9.1,0.9934,bad
4.7,10.6,0.9927,bad
7.7,10.5,0.9938,bad
7.85,11.5,0.9933,good
3.3,10.1,0.9934,bad
1.1,10.3,0.9927,good
7.7,10.5,0.9938,bad
4.7,10.6,0.9927,bad
9.3,10.4,0.9946,bad
2,11.4,0.993,bad
5.8,10.5,0.9946,bad
15.15,10,0.9976,bad
6.3,10,0.9944,bad
15.4,9.6,0.9978,bad
1.3,10.4,0.992,bad
4.8,12.5,0.9912,good
4.6,10.6,0.9927,bad
1.8,11.8,0.9906,bad
9.9,9.8,0.9954,bad
5.7,10.8,0.9923,bad
1.8,11.8,0.9906,bad
1.5,11.2,0.991,bad
12.3,9.3,0.9972,bad
1.3,10.4,0.9945,bad
1.5,10.2,0.9934,good
7.8,9,0.9964,good
1.5,10,0.9948,bad
9.7,9.1,0.9962,bad
3,10,0.9931,bad
3,10,0.993,bad
4.6,9.6,0.9942,bad
1.3,11.2,0.9906,good
15.6,8.8,0.9995,bad
13.6,10,0.998,bad
11.2,10,0.997,bad
2.1,11.4,0.9914,good
6.85,11.9,0.992,good
2.5,9.6,0.9924,bad
6.85,11.9,0.992,good
4.4,9.6,0.9937,bad
14.3,9,0.9978,bad
14.3,9,0.9978,bad
1.1,9.5,0.9927,bad
1.4,10.4,0.994,bad
4.7,10.6,0.9935,bad
14.9,10.2,0.9968,bad
1.2,8.9,0.9941,bad
5.3,9.7,0.9942,bad
14.3,9,0.9978,bad
2.3,11.4,0.9923,good
3.5,12.3,0.9912,good
1.5,10.8,0.9923,bad
1,9.4,0.9927,bad
2.3,10.6,0.9931,bad
12.5,11.6,0.9941,bad
1,9.4,0.9927,bad
2.3,10.6,0.9931,bad
0.8,10,0.9934,bad
2.4,9.2,0.9936,bad
1.6,12.5,0.9893,good
1.6,12.5,0.9893,good
1.5,10.4,0.9919,good
1.4,10,0.9924,good
2.6,10,0.9927,bad
1.5,10.4,0.9919,good
1.4,10,0.9924,good
12.5,9,0.9975,bad
9.6,9.2,0.9969,bad
2.4,9.2,0.9936,bad
3.2,11.3,0.991,good
1.6,12.5,0.9893,good
1.5,10.8,0.9906,good
5.9,10.1,0.9941,bad
5.4,9.7,0.995,bad
14.9,9.3,0.9983,good
14.9,9.3,0.9983,good
1.1,10.6,0.9916,bad
9.8,10.2,0.9957,bad
2,12.2,0.99,bad
11.8,8.8,0.9976,bad
1.3,10,0.992,bad
1.8,11.4,0.9917,bad
1.5,11.4,0.9917,bad
18.2,9.4,0.9993,bad
2.9,11.7,0.9908,bad
1.5,11.4,0.9917,bad
11.8,8.8,0.9976,bad
1.4,9.2,0.9934,bad
18.2,8.7,1,bad
6.3,12.6,0.9918,bad
1.3,10,0.992,bad
4,12.8,0.9896,good
1.2,9.4,0.9932,bad
1.2,10.3,0.992,bad
1.8,11.4,0.9917,bad
18.95,9,0.9999,bad
12.7,9.6,0.998,bad
1.2,10.5,0.9918,bad
1.2,10.5,0.9918,bad
18.95,9,0.9999,bad
12.7,9.6,0.998,bad
1.2,9.8,0.9927,bad
7.7,9,0.9959,bad
1.2,9.8,0.9927,bad
1.6,10.5,0.9929,bad
2.7,12.7,0.9898,good
8.7,10.4,0.9954,bad
8.6,10.4,0.9954,bad
8.6,10.4,0.9954,bad
8.3,10.5,0.9954,good
8.7,10.4,0.9954,bad
8.6,10.4,0.9954,bad
13.3,9.4,0.9974,bad
1.2,9.1,0.9936,bad
13.6,9.3,0.9978,bad
13.3,9.4,0.9974,bad
1.1,9.8,0.9927,bad
2.3,9.9,0.9934,good
1.5,9.2,0.9938,bad
7.1,12.1,0.9922,good
6.2,12.2,0.992,good
2.5,9.8,0.9935,bad
1.4,12.4,0.9906,good
2.3,9.9,0.9934,good
1.2,9.2,0.9934,bad
1.6,11.6,0.9913,good
6.6,10.4,0.9938,bad
2.2,12.9,0.9898,good
12.2,9.3,0.9975,bad
20.8,11,0.9975,bad
11,11.5,0.9937,bad
2.6,12.4,0.9914,bad
14,9.8,0.9982,bad
14,9.8,0.9982,bad
1.6,10.5,0.9929,good
9.9,9.1,0.9971,bad
1.2,10.1,0.9921,bad
2.7,10.6,0.9931,good
1.6,10.5,0.9924,good
1.6,10.5,0.9929,good
14,9.8,0.9982,bad
1.5,12.9,0.9892,good
8.6,9.5,0.9956,bad
1,9.8,0.9924,bad
9.1,8.5,0.9971,bad
8.6,9.5,0.9956,bad
15.2,9.3,0.9982,bad
12.4,9.5,0.9973,bad
2.2,9.4,0.9932,bad
11,8.7,0.9976,bad
10,8.9,0.9962,bad
9,9.4,0.9956,bad
2.2,9.4,0.9932,bad
11,8.7,0.9976,bad
18.15,9.6,0.9992,bad
12.15,9.3,0.9983,bad
3.4,10,0.9937,bad
2,12.5,0.99,bad
4.8,9.6,0.9944,good
4.5,9.4,0.9938,bad
11,9.5,0.9965,bad
1.1,12.4,0.9893,good
1.5,10.5,0.9927,bad
1.7,9.2,0.994,bad
1.7,10.4,0.9928,bad
8.9,9.2,0.9964,bad
1.3,10.6,0.9917,bad
13.3,9.5,0.9972,bad
8.9,9.2,0.9964,bad
6.6,9.6,0.9954,bad
1.5,9.7,0.993,bad
1.5,9.7,0.9928,bad
1.3,10.7,0.9916,bad
1.6,10.5,0.9936,bad
7.6,8.9,0.9962,bad
1,12.1,0.9899,bad
1.6,12.7,0.9898,good
8.9,9.9,0.996,bad
1.8,11.4,0.9907,bad
4.7,10.7,0.994,bad
7,12.5,0.9913,bad
10.8,8.6,0.9976,bad
1.6,12.5,0.9904,bad
1,10,0.992,bad
10.8,8.6,0.9976,bad
16.7,9.5,0.999,bad
14.2,9.6,0.9975,bad
2.25,9.9,0.9937,bad
2.25,9.9,0.9937,bad
12.2,8.9,0.998,bad
12.2,8.9,0.998,bad
3.3,8.8,0.9944,bad
1.9,10,0.9938,good
3.5,12,0.9907,bad
1.9,10,0.9938,good
1.3,10,0.9921,bad
1.8,12.1,0.9908,bad
5.2,11,0.9931,bad
1.4,11.2,0.9915,bad
9,10.3,0.9952,good
2.2,10.4,0.9926,bad
1.6,9.1,0.9934,bad
1.7,10.4,0.992,bad
1.9,10.8,0.9918,bad
12.6,11.7,0.9942,bad
2.1,9.8,0.9942,bad
2.1,9.8,0.9942,bad
1.3,11.4,0.9901,bad
1.7,11.2,0.9898,bad
1,11.4,0.9902,bad
3.3,9.2,0.9934,bad
5,12.5,0.9906,bad
1.8,12.6,0.9898,bad
1.6,12.2,0.9896,bad
4.5,11.2,0.9922,bad
4.9,9.7,0.9947,bad
4,9.3,0.9945,bad
13.2,9,0.9976,bad
13.2,9,0.9976,bad
13.2,9,0.9976,bad
15.3,9.1,0.9987,bad
15.3,9.1,0.9987,bad
13.2,9,0.9976,bad
1.5,10.4,0.992,bad
4.55,9.5,0.9955,bad
9.9,11.4,0.9953,bad
10.4,8.7,0.9976,bad
1.1,9.9,0.992,bad
8.7,9.9,0.9952,bad
13.9,9,0.9983,bad
1.4,10,0.9933,bad
7.2,9.7,0.9958,bad
1.9,11.8,0.9922,bad
1.7,10.2,0.9928,good
10.4,8.7,0.9976,bad
13.6,9.6,0.9976,good
1.2,11.3,0.9916,good
1.6,12.1,0.9901,good
13.6,9.6,0.9976,good
1.6,12.1,0.9901,good
1.2,11.3,0.9916,good
12.2,9.4,0.9982,bad
1.6,10.4,0.993,bad
12.1,9.5,0.9969,bad
4.2,12.3,0.991,bad
9.1,9.9,0.9953,good
1.6,10.1,0.9924,bad
8.8,9.2,0.9969,bad
1.4,10.4,0.9928,good
4.2,9.1,0.9945,bad
10.3,10,0.9967,bad
12.4,11.5,0.9944,bad
2.2,9.8,0.9928,bad
2.2,9.8,0.9929,bad
5.2,9.4,0.9948,bad
10.8,8.7,0.9976,bad
2.7,11.6,0.9912,good
16.3,8.8,0.9987,bad
2.7,12.7,0.99,good
1.9,11.7,0.991,good
1.8,10.2,0.9933,bad
1.8,10.2,0.9933,bad
2.8,12.7,0.9899,good
2.7,11.6,0.9912,good
6,12.3,0.9912,good
10.8,8.7,0.9976,bad
4.2,9.4,0.994,bad
6.4,10.1,0.9947,bad
10.7,9.7,0.9954,bad
1.6,10.1,0.993,good
10.7,9.7,0.9954,bad
7.9,8.9,0.9963,bad
1.7,10.8,0.992,good
2.1,10.8,0.9926,good
5.8,9.5,0.995,bad
14.5,9.1,0.9983,bad
1.2,10.9,0.992,bad
10.1,9.4,0.9968,bad
1.1,10.8,0.9905,bad
1,10.8,0.9904,bad
0.9,10.5,0.9926,good
10.1,9.4,0.9968,bad
4.9,10.8,0.9928,bad
11.4,10.5,0.9949,good
1.4,11.5,0.9909,good
1.4,9.4,0.9937,bad
1.4,10.8,0.9914,bad
1.1,10.8,0.9905,bad
1,10.8,0.9904,bad
1.5,9.8,0.9924,bad
1.5,9.8,0.9924,bad
7.5,9.6,0.9965,bad
7.5,9.6,0.9965,bad
17.75,9.5,0.9993,bad
5.7,10.7,0.9965,bad
3.2,12.4,0.9908,good
4.3,11.1,0.992,bad
11,8.8,0.9978,bad
10.9,8.7,0.9978,bad
10.9,8.7,0.9978,bad
11,8.8,0.9978,bad
2.4,11.7,0.9912,good
1.9,10.9,0.9928,bad
1.8,10.8,0.9928,bad
1.4,9.6,0.993,bad
16.8,9,0.9993,bad
8.9,9,0.9965,bad
6.6,10.4,0.9937,bad
1.1,11.4,0.9913,bad
1.4,9.3,0.9934,bad
13.3,11,0.9952,good
10.4,9.1,0.9983,bad
6.2,9.4,0.9957,bad
6.2,9.4,0.9957,bad
1.2,10.5,0.9916,bad
18.05,8.8,0.9999,bad
18.05,8.8,0.9999,bad
4.8,10.7,0.9936,bad
12.6,9.5,0.9972,bad
4.5,10.9,0.9933,bad
4.5,10.8,0.9934,bad
4.7,10.8,0.9931,good
11.9,9.2,0.9976,bad
5,10.3,0.9937,bad
5.8,10.3,0.9937,bad
1.2,11,0.991,good
12.9,9,0.9979,bad
13.9,10.4,0.9971,bad
11.5,9.5,0.9969,bad
11.4,9.5,0.9968,bad
7.8,9,0.9961,bad
1.1,9.5,0.993,bad
12.2,9,0.9973,bad
5.9,10,0.9944,bad
14.4,9.1,0.9986,good
14.4,9.1,0.9986,good
14.4,9.1,0.9986,good
14.4,9.1,0.9986,good
12.3,9.5,0.9972,bad
2.5,11.4,0.9917,good
5.3,12.2,0.992,bad
4.9,11.3,0.9932,bad
3.2,10.2,0.9936,bad
3.1,11.3,0.9915,bad
1.4,10,0.9922,bad
1.9,9.4,0.9934,bad
14,12.2,0.9952,good
8.3,9.2,0.9972,bad
1.9,9.4,0.9934,bad
7.4,9.6,0.9958,bad
1.4,9.5,0.9944,bad
1.7,12.5,0.9908,bad
7.4,9.6,0.9958,bad
1.3,10,0.9925,bad
11.6,9.3,0.9966,bad
9.2,9.3,0.9972,bad
1.7,11.6,0.9912,bad
14.5,12.5,0.995,good
2.1,10.6,0.9928,bad
10.7,9.4,0.9968,bad
6.9,9.1,0.9955,bad
12,9,0.9981,bad
4.75,11.8,0.991,good
4.75,11.8,0.991,good
4.75,11.8,0.991,good
1.4,10,0.992,bad
1.3,9.7,0.9931,bad
11.3,9.5,0.997,bad
4.5,9.4,0.9948,bad
1.7,11.2,0.9923,bad
13.2,9,0.9976,bad
5.5,10.7,0.9938,good
13,9,0.9984,bad
10.7,9.1,0.9972,bad
2,10.8,0.9922,good
1.9,10.1,0.9935,bad
6.4,9.9,0.9944,bad
6.3,9.8,0.9942,bad
6.3,9.8,0.9944,bad
17.5,9.5,0.9997,bad
14.7,9.5,0.9977,bad
1,11.1,0.9912,bad
14.8,9.5,0.9982,bad
14.8,9.5,0.9982,bad
14.2,9.4,0.9983,bad
13.1,9.7,0.998,bad
2.4,13.9,0.9894,good
1.2,10.1,0.9927,bad
1.1,10.5,0.9917,bad
3.6,12.6,0.9904,bad
6.1,10.9,0.993,bad
6.3,10,0.9941,bad
4.4,11.2,0.9943,bad
13.9,10,0.99855,bad
1,9.2,0.99345,bad
12.1,9.5,0.998,bad
1.6,12.3,0.9916,bad
1.6,12.3,0.9916,bad
7.5,10,0.99475,bad
2.7,10.8,0.99325,bad
1.7,10.5,0.9933,good
9.2,9.2,0.9969,bad
18.75,9.1,1.0002,bad
1.7,10.5,0.9933,good
1.8,10.2,0.9937,good
9,8.9,0.99685,bad
1.5,10.4,0.99455,bad
1.6,11.7,0.9917,bad
1.3,12.4,0.99035,good
1.8,10.9,0.9914,good
1.2,10.2,0.99225,bad
2.8,11.7,0.99155,good
8,9.4,0.9954,bad
5.3,10.5,0.99455,bad
0.8,9.4,0.9924,bad
13.8,10.4,0.99695,bad
10,9.5,0.99655,bad
6,11.1,0.9934,good
14.4,9.1,0.998,bad
9.8,9.2,0.9971,bad
5.5,9.6,0.9948,bad
14.4,9.1,0.998,bad
9.8,9.2,0.9971,bad
3.8,10.8,0.99215,good
5.5,9.6,0.9948,bad
4.6,12.6,0.9915,bad
1.5,11,0.99115,bad
2,10.2,0.9932,bad
12.5,9.4,0.9977,bad
7.5,10,0.99535,bad
2.1,12.2,0.99165,bad
8.5,10.5,0.9953,bad
7.6,11.5,0.9928,bad
8.1,9.8,0.9958,bad
7.35,11.4,0.9928,bad
7.6,11.5,0.9928,bad
10,10.2,0.9964,bad
14,9.4,0.9987,bad
8.5,10.5,0.9953,bad
2.2,9.1,0.9932,bad
1.8,12.2,0.9907,good
11.1,9.5,0.99755,bad
15.2,9.3,0.99935,bad
1.2,9.8,0.9932,good
1.2,9.8,0.9932,good
8.1,9.8,0.9958,bad
8.1,9.8,0.99585,bad
19.3,8.7,1.00055,bad
18.6,10.2,0.9985,bad
5,9.5,0.99505,bad
1.6,11,0.992,bad
13.4,9.2,0.9988,bad
1.6,10.9,0.99175,bad
8.8,9.3,0.9962,good
8.8,9.3,0.9962,good
5.2,9.8,0.9942,good
1.1,9.3,0.9927,good
1.1,9.3,0.9927,good
16.7,9.4,0.99985,bad
10.6,10.4,0.997,good
2.2,12.1,0.9918,bad
1.5,11,0.99215,bad
13.7,9,0.99865,bad
15,9.5,0.9992,good
14.1,8.8,1.0006,good
1.4,11.2,0.99135,bad
9.5,9.3,0.99715,bad
15,9.5,0.9992,good
14.1,8.8,1.0006,good
13.7,9,0.99865,bad
10.6,9.3,0.99815,bad
11,9.2,0.99815,bad
11,9.2,0.99815,bad
7,10,0.9949,good
10.6,9.3,0.99815,bad
11,9.2,0.99815,bad
2,10.9,0.99225,good
4.9,10,0.99445,bad
2,10.9,0.99225,good
1.4,9.3,0.99335,bad
7.3,9,0.99625,bad
8.8,9.2,0.9971,bad
12.5,9.6,0.9983,bad
4.8,9.4,0.99445,bad
1.4,11.1,0.99085,good
11.2,8.9,0.9977,bad
6.8,9.3,0.9953,bad
11.6,9.3,0.99775,bad
11.4,9.8,0.99795,good
6.6,9.8,0.99505,bad
11.2,8.9,0.9977,bad
13.2,9.6,0.9975,bad
13.1,9.6,0.99745,bad
12,9,0.9976,bad
13.4,9.5,0.99775,bad
6.8,9.3,0.9953,bad
1.5,9.2,0.9932,bad
1.1,9.1,0.99405,good
16.5,9.5,1,bad
15.6,10.5,0.99785,bad
2.8,9,0.9939,bad
5.1,11.7,0.9939,bad
8.9,9.1,0.99675,bad
2.8,9,0.9939,bad
8.9,9.1,0.99675,bad
1.6,12.4,0.98965,good
10.2,9.2,0.9971,bad
5.4,9.4,0.99445,bad
6.2,9.6,0.9945,bad
5.1,11.7,0.9939,bad
7.2,9.8,0.9958,bad
8.1,10.2,0.9956,bad
2,12.5,0.99055,good
10.7,10.9,0.9959,good
1.2,11,0.9925,good
1.7,10.5,0.9963,bad
5.5,11.5,0.9935,bad
2.7,12.8,0.99105,good
1.3,12.2,0.99045,bad
1.7,10.5,0.9963,bad
4.3,12.8,0.99155,good
2.1,11.9,0.99085,good
2.1,11.9,0.99085,good
2.1,11.9,0.99085,good
6,12,0.9924,good
6.3,12,0.9924,good
13.4,8.8,0.99975,good
13.4,8.8,0.99975,good
1.7,10.8,0.99315,good
1.6,11,0.9917,good
1.6,11,0.9917,good
15.4,9.3,0.99845,bad
1.2,10.8,0.9921,bad
13.4,8.8,0.99975,good
1.8,11.5,0.9909,bad
1.7,10.8,0.99315,good
13.6,9.4,0.99855,bad
1.3,9.5,0.9934,good
11.1,8.6,0.9978,bad
1.3,9.5,0.9934,good
2.1,10.3,0.9949,good
13.6,9.4,0.99855,bad
13.7,9.4,0.9986,bad
10.2,10,0.99725,good
4.8,9.4,0.9946,bad
1.7,10.4,0.99255,good
14.2,9.1,0.9996,good
6.5,9.9,0.9939,bad
1.7,12.1,0.99,bad
6.5,9.9,0.9937,bad
2.2,12.5,0.9886,bad
1.3,9.5,0.9934,good
12.6,8.5,1,good
14.4,9,0.9994,good
1.2,10.1,0.9926,bad
9.7,9.4,0.9956,bad
11.1,8.6,0.9978,bad
4,10.7,0.9915,bad
1.4,9.6,0.9939,bad
1.3,10.1,0.9932,bad
2.2,10,0.993,good
4.2,12.7,0.9898,good
1.6,10.2,0.9921,bad
1.4,8.9,0.9932,bad
2.2,11.9,0.9919,good
2.2,10,0.993,good
1.9,9.9,0.9953,bad
6,11.5,0.9928,bad
6,11.5,0.9928,bad
12.2,9.8,0.9976,bad
2.6,12.2,0.9906,good
1.6,11.4,0.9918,bad
2,11,0.99185,good
1.6,11.4,0.9918,bad
2,11,0.99185,good
6.4,9.9,0.994,bad
1.2,11,0.9908,good
1,9.4,0.9928,bad
1.4,12.2,0.9896,good
1.2,11,0.9908,good
1.1,10.3,0.9918,bad
8.7,10.5,0.9952,bad
1.6,10.5,0.9923,bad
1.4,10.9,0.9915,bad
8.5,10.5,0.9952,bad
7.9,11,0.9947,good
13.2,9.7,0.9983,bad
12.8,8.9,0.9975,bad
7.7,9.6,0.995,bad
2.4,8.8,0.9944,good
1.6,11.1,0.994,bad
1.3,10.3,0.9944,bad
2.1,12.2,0.9908,good
9.6,9.8,0.99795,bad
13,8.8,0.9985,bad
5.8,9.9,0.99425,bad
5.6,9.9,0.99425,bad
5.8,9.9,0.9943,bad
0.8,9.2,0.9924,bad
1.2,9.5,0.9946,bad
0.8,9.2,0.9924,bad
4.7,10.3,0.995,good
1.6,11,0.9919,bad
1.4,11.9,0.99,bad
1.1,10.2,0.9923,good
4.6,9.4,0.9956,good
10.6,8.9,0.9978,bad
10.6,8.9,0.9978,bad
12.9,10,0.9967,bad
2,10.7,0.9934,good
2.9,9.8,0.9936,bad
2.8,9.3,0.9932,bad
2.9,9.5,0.9934,good
12,10,0.998,bad
15,9,0.9978,bad
5.9,11.9,0.9929,good
12.6,8.9,0.9974,bad
12.5,10,0.99685,bad
7.4,9.6,0.99495,bad
13,8.9,0.99745,bad
6.7,8.9,0.99505,bad
1.4,11.4,0.992,bad
15,9,0.9978,bad
7.3,10,0.9956,bad
15.3,9.6,0.9982,good
7.5,9.7,0.99485,bad
11.75,9.5,0.9971,bad
1.6,10,0.99265,good
3.5,12.2,0.9904,good
8,8.7,0.9965,good
5,10.2,0.9946,good
18.2,9.6,0.99965,bad
1.6,10,0.9935,bad
3.2,9.5,0.996,bad
6.4,11.5,0.9942,bad
1.9,9.5,0.9936,bad
9.7,9.8,0.9965,bad
1.4,10.1,0.9928,bad
1.3,10,0.9928,bad
9.7,9.8,0.9965,bad
1.9,9.5,0.9936,bad
1.8,9.5,0.9938,bad
0.9,10.2,0.9926,good
1.1,10.2,0.9926,good
15.4,9,0.9983,bad
15.4,9,0.9983,bad
5,12.3,0.992,good
15.4,9,0.9983,bad
4,11.6,0.9923,bad
12.5,9.5,0.9972,bad
3.2,11.5,0.9928,bad
1.8,9.6,0.9928,bad
17.5,9,0.9994,bad
1.9,12,0.991,good
1.6,11.4,0.9906,good
1.5,12.3,0.9894,good
1.7,12.6,0.9898,good
17.5,9,0.9994,bad
1.9,12,0.991,good
1.8,11.7,0.9925,bad
4.3,9.2,0.9956,bad
4.9,10.3,0.9946,bad
7.6,8.6,0.9966,bad
6.7,10.7,0.9951,good
1.6,9.8,0.9927,bad
1.5,9.8,0.9927,bad
6.7,10.7,0.9951,good
1.7,12.5,0.9894,bad
4.2,11.9,0.9907,bad
1.6,10.8,0.9925,bad
1.9,10.5,0.9928,bad
5.3,10.3,0.9941,bad
5.2,10.3,0.9941,bad
1.6,10.8,0.9925,bad
8.9,12,0.9935,good
3.4,10.2,0.9932,bad
1.3,10.2,0.9944,bad
15.2,9.9,0.9972,bad
1.3,10.1,0.994,bad
1.8,9.5,0.9956,bad
1.6,10.5,0.9927,bad
1.3,10.4,0.9924,bad
9.8,9.5,0.9966,bad
17.45,9.2,0.9997,bad
2.1,10.1,0.9936,good
1.8,9.8,0.9936,good
6.8,9.4,0.9952,bad
7.1,9.4,0.9952,bad
1.3,10.4,0.9928,good
3.3,11.3,0.9911,bad
3.3,10.8,0.993,bad
3.3,11.3,0.9911,bad
2.7,9.3,0.9932,bad
1.2,10.3,0.993,good
1.3,10.5,0.993,bad
1.4,10.3,0.9932,bad
1.7,11.2,0.9932,good
1.7,10.3,0.9943,bad
11.6,9.5,0.9968,bad
12.6,8.9,0.9994,bad
2.8,10.2,0.9926,bad
11.2,9.2,0.9968,bad
1.4,10.3,0.9932,bad
1.4,10.5,0.9916,bad
1.5,9.5,0.9946,bad
1.5,11.4,0.9925,good
1.5,11.4,0.9925,good
7.05,11.1,0.9935,good
10.6,10.5,0.9962,bad
2.8,12,0.9928,bad
1.6,9.7,0.993,bad
1.6,10.2,0.993,bad
8.2,9.5,0.9956,bad
1.5,10.4,0.9941,good
11,9.3,0.9972,bad
2.1,10.5,0.9948,bad
7.6,10,0.9955,bad
6.8,10.2,0.9972,bad
6.8,10.2,0.9972,bad
10.6,9.1,0.9983,bad
1.8,10.2,0.9942,bad
1.5,10.7,0.9936,bad
6,9.7,0.9956,bad
5.3,9.3,0.9953,good
1.4,11,0.9918,bad
2.1,10.8,0.995,bad
1,10.7,0.992,bad
5.2,10.7,0.9952,bad
19.45,8.8,1.001,bad
1.6,10.9,0.9924,good
2,10.5,0.9932,bad
1.3,10,0.9937,bad
1.7,10.4,0.9918,bad
1.1,9.2,0.9934,bad
4.7,12.6,0.991,bad
7.5,9,0.9962,bad
1.1,9.2,0.9932,bad
1.3,11.3,0.9908,bad
2.2,10.3,0.9962,bad
1.7,10.4,0.9918,bad
2.2,10,0.9941,bad
1.2,10.7,0.9931,bad
10,9,0.9981,bad
1.2,10.7,0.9931,bad
1.1,8.7,0.9944,bad
2,11.6,0.992,good
7.5,9.4,0.9966,bad
4,9.5,0.9956,bad
4.1,9.5,0.9956,bad
1.9,10.9,0.9949,bad
14.8,9.7,1.0002,bad
5.5,9.1,0.9942,bad
2.6,11.1,0.9923,good
6.35,12.6,0.9917,good
1.5,11,0.9931,bad
1.6,11.3,0.992,good
14.8,9.7,1.0002,bad
9.1,10.9,0.9953,good
8,10.9,0.9951,bad
12,9.3,0.9974,bad
3.2,12.7,0.9904,good
7.7,10.1,0.9974,bad
1.3,10,0.9944,bad
16.3,9.8,1.0004,bad
6.2,10.1,0.9952,bad
4.7,9,0.9956,good
5.8,9.4,0.995,bad
5.8,9.4,0.995,bad
16.95,9.2,0.9995,bad
5.1,10.1,0.9942,good
10.2,8.6,0.9977,bad
3.8,11.2,0.992,good
1.3,11.2,0.992,good
16.95,9.2,0.9995,bad
4,10.6,0.9934,good
17.1,9.3,1.0006,bad
14.5,8.9,0.9982,bad
1.2,10.6,0.9928,bad
6.7,10.6,0.9945,good
8.4,8.8,0.9963,bad
1.3,11,0.9906,good
8.8,10.2,0.9956,bad
5.1,10.1,0.9942,good
10.6,10.1,0.9962,bad
2.6,14,0.9894,good
5.8,9.4,0.995,bad
2.8,11.8,0.9908,bad
1.6,11.4,0.9914,bad
6.7,10.7,0.9938,bad
10.2,8.6,0.9977,bad
4.9,11.5,0.9922,good
3.8,11.2,0.992,good
2,12.6,0.9903,good
1.7,12.6,0.9893,good
2.4,9.3,0.9952,bad
2,12.6,0.9903,good
1.3,12.1,0.9912,bad
12,9.9,0.9983,bad
1.6,10.7,0.9937,bad
1.4,10,0.9932,bad
2.2,10.4,0.9928,good
1.4,10.5,0.9922,bad
8.3,9.7,0.9976,bad
1.4,10.5,0.9922,bad
12.9,9,0.9974,bad
12.4,9.2,0.998,bad
1.6,10.1,0.9931,bad
1.45,11.4,0.9911,good
1.6,10.8,0.9944,bad
1.5,10.9,0.9937,bad
13,9.2,0.9974,bad
1.95,12.9,0.989,good
5.85,12,0.992,good
1.3,9.5,0.9928,bad
5.3,11.8,0.9918,good
1.2,9.1,0.9936,bad
4,9.7,0.9944,bad
14.35,9.1,0.9988,bad
2.3,10,0.994,bad
4.7,10.4,0.9953,bad
12.85,9.5,0.9986,bad
5.2,12.3,0.9914,good
8.4,11.7,0.9934,good
3.2,9.5,0.996,bad
6.9,11.5,0.9937,bad
1,10.6,0.9921,bad
7.3,10.2,0.998,bad
3.2,9.5,0.996,bad
1.6,10.5,0.9933,bad
1.5,10.5,0.9933,bad
7.5,8.9,0.9959,bad
1.1,10.6,0.9936,bad
1.3,9.5,0.9953,bad
5.7,10.8,0.9938,bad
7.2,9.5,0.9952,bad
