free sulfur dioxide,total sulfur dioxide,pH,sulphates,quality
20,109,3.34,0.35,bad
32,123,3.41,0.33,good
38,93,3.36,0.49,bad
26,120,3.4,0.73,good
40,110,3.55,0.68,bad
68,137,3.21,0.38,bad
38,93,3.36,0.49,bad
28,104,3.46,0.55,bad
47,136,3.27,0.31,bad
52,207,3.12,0.37,bad
52,207,3.12,0.37,bad
108,152,3.1,0.47,bad
98,175,3.16,0.34,bad
98,175,3.16,0.34,bad
17,98,3.25,0.53,good
41,101,3.24,0.56,bad
59,113,3.1,0.55,bad
52,207,3.12,0.37,bad
112,177,3.08,0.36,bad
108,152,3.1,0.47,bad
74,134,3.16,0.4,bad
98,175,3.16,0.34,bad
63,193,3.06,0.49,bad
58,181,2.91,0.51,bad
50,194,3.13,0.5,bad
45,98,3.29,0.44,good
54,135,3.2,0.38,bad
20,98,3.15,0.5,bad
58,170,3.18,0.49,bad
25,65,3.12,0.28,bad
42,111,3.1,0.45,bad
42,111,3.1,0.45,bad
28,129,3.15,0.52,bad
34,143,3.06,0.55,bad
42,111,3.1,0.45,bad
21,63,3.13,0.63,bad
34,143,3.06,0.55,bad
21,63,3.13,0.63,bad
42,111,3.1,0.45,bad
43,127,3.16,0.37,bad
28,98,2.99,0.31,bad
28,129,3.15,0.52,bad
47,127,3.18,0.39,bad
17,63,3.01,0.39,bad
21,134,3.24,0.46,bad
17,76,3.26,0.45,bad
40,179,3.23,0.56,bad
72,172,2.99,0.57,bad
54,110,3.07,0.55,good
47,127,3.18,0.39,bad
17,63,3.01,0.39,bad
4,10,3.32,0.36,bad
12,65,2.95,0.64,bad
26,69,3.1,0.38,bad
33,106,3.21,0.83,good
34,88,3.25,0.63,good
34,88,3.25,0.63,good
30,83,3.09,0.36,good
45,138,3.23,0.43,good
45,138,3.23,0.43,good
49,139,3.17,0.27,bad
70,109,2.93,0.42,bad
34,88,3.25,0.63,good
24,105,3.17,0.48,bad
45,138,3.23,0.43,good
33,106,3.21,0.83,good
49,139,3.17,0.27,bad
49,206,3.18,0.52,bad
31,113,3.12,0.4,good
28,107,3,0.4,bad
24,132,3.04,0.53,bad
46,173,3.14,0.57,bad
30,83,3.09,0.36,good
16,109,2.95,0.39,bad
16,109,2.95,0.39,bad
38,95,2.83,0.31,bad
30,91,3.19,0.33,bad
17,106,3.15,0.31,bad
27,173,3.18,0.56,bad
27,173,3.18,0.56,bad
25,101,3.03,0.41,bad
28,106,3.14,0.41,bad
43,116,3.22,0.6,good
28,67,2.96,0.52,bad
26,84,3.28,0.53,bad
50,184,3.08,0.56,bad
16,108,3.44,0.61,bad
51.5,151,3.17,0.42,bad
41,92,2.88,0.6,bad
47,159,3.21,0.6,bad
36,148,3.16,0.5,bad
32,143,3.24,0.4,bad
26,106,3.18,0.47,bad
26,113,2.99,0.58,bad
47,161,3.22,0.6,bad
47,159,3.21,0.6,bad
31,127,3.32,0.42,bad
41,142,3.31,0.44,good
26,105,3.32,0.45,bad
36,148,3.16,0.5,bad
32,143,3.24,0.4,bad
36,161,3.14,0.51,bad
34,90,2.88,0.47,bad
45,122,3.13,0.54,good
36,161,3.14,0.51,bad
34,90,2.88,0.47,bad
22,145,3.24,0.46,bad
15,87,3.11,0.48,bad
36,110,3.26,0.41,bad
36,110,3.26,0.41,bad
54,159,3.14,0.54,bad
55,170,2.91,0.51,bad
40,118,3.17,0.53,good
13,116,3.39,0.44,good
61,176.5,2.97,0.52,bad
18,102,3.1,0.55,bad
36,110,3.26,0.41,bad
35,200,3.16,0.54,bad
35,192,3.16,0.51,bad
33,125,3.03,0.49,bad
42,143,3.08,0.49,good
33,125,3.03,0.49,bad
16,98,3.06,0.56,bad
35,200,3.16,0.54,bad
35,192,3.16,0.51,bad
61,134,3.19,0.81,good
35,124,3.15,0.65,good
18,117,3.09,0.38,bad
41,192,3.26,0.59,good
41,193,3.25,0.59,bad
54,135,3.21,0.4,bad
81,157,3.05,0.76,good
61,134,3.19,0.81,good
31,101,3.19,0.42,bad
35,124,3.15,0.65,good
45,104,3.2,0.37,bad
45,104,3.2,0.37,bad
73,223,3.16,0.71,bad
46,129,3.3,0.43,bad
45,104,3.2,0.37,bad
73,223,3.16,0.71,bad
36,104,2.99,0.39,bad
26,76,2.9,0.57,good
32,111,3.25,0.54,good
32,111,3.25,0.54,good
3,127,2.9,0.72,bad
32,111,3.25,0.54,good
37,144,3.22,0.39,good
25,120,3.01,0.98,bad
25,120,3.01,0.98,bad
25,120,3.01,0.98,bad
21,122,3,0.4,bad
25,94,3.07,0.45,bad
40,117,3.07,0.72,bad
33,112,3.06,0.5,good
40,117,3.07,0.72,bad
10,51,3.04,0.58,bad
21,122,3,0.4,bad
25,94,3.07,0.45,bad
40,152,3.2,0.57,bad
39,122,3,0.6,bad
37,144,3.22,0.39,good
25,120,3.01,0.98,bad
56,171,3.08,0.56,bad
56,183,2.98,0.61,bad
6,97,3.16,0.5,bad
45,151,3.2,0.52,bad
32,115,3.21,0.51,bad
56,183,2.98,0.61,bad
6,97,3.16,0.5,bad
6,91,3.06,0.46,bad
35,100,3.04,0.4,bad
45,151,3.2,0.52,bad
52,151,3.18,0.79,bad
50,147,3.27,0.56,bad
37,94,3.25,0.6,bad
52,151,3.18,0.79,bad
22,176,3.09,0.54,bad
37,81,3.2,0.46,bad
33,139,3.22,0.46,bad
30,105,3.11,0.38,bad
15,120,3.06,0.41,bad
16,116,3.07,0.53,bad
23,125,3.13,0.62,bad
16,116,3.07,0.53,bad
53,172,3.24,0.58,bad
40,177,3.14,0.48,bad
43,176,3.14,0.46,bad
15,120,3.06,0.41,bad
8,109,3.35,0.47,bad
48,185,3.21,0.5,bad
45,149,3.23,0.52,bad
25,135,2.9,0.43,good
25,135,2.9,0.43,good
25,135,2.9,0.43,good
25,135,2.9,0.43,good
33,154,2.94,0.43,good
49,118,3,0.63,bad
49,118,3,0.63,bad
32,98,3.02,0.58,bad
25,135,2.9,0.43,good
22,97,2.96,0.38,bad
45,149,3.23,0.52,bad
25,135,2.9,0.43,good
33,154,2.94,0.43,good
22,97,2.96,0.38,bad
25,131,3.23,0.51,bad
38,110,3.05,0.54,bad
49,118,3,0.63,bad
32,98,3.02,0.58,bad
20,70,3.19,0.42,bad
20,70,3.19,0.42,bad
27,119,3.15,0.49,bad
44,130,3.07,0.41,bad
23,85,3.42,0.42,bad
32,110,3.27,0.78,good
60,160,3.16,0.36,bad
22,166,3.16,0.72,bad
60,160,3.16,0.36,bad
54,133,3.19,0.37,bad
41,162,3.21,0.51,bad
23,76,2.96,0.46,bad
70.5,163,3.15,0.82,good
11,107,3.19,0.39,bad
15,82,3.13,0.38,bad
52.5,120,3.08,0.45,bad
33,134,3.13,0.46,bad
21,108,3.3,0.59,bad
21,110,3.3,0.57,bad
27,91,3.19,0.38,bad
58,116,3.1,0.5,bad
52.5,106,3.08,0.45,bad
37,142,3.23,0.53,bad
32,185,3.28,0.44,bad
20,96,3.06,0.3,good
14,73,3.06,0.45,bad
30,93,3.03,0.38,bad
33,101,3.12,0.38,bad
16,79,3.07,0.46,bad
36,127,3.15,0.49,bad
44,179,2.86,0.46,bad
21,82,3.26,0.36,bad
19,112,3.18,0.4,bad
20,103,3.08,0.41,bad
29,98,3.09,0.58,good
20,103,3.08,0.41,bad
13,136,3.08,0.55,bad
21,82,3.26,0.36,bad
30,140,3.22,0.38,bad
19,112,3.18,0.4,bad
24,99,3.08,0.38,bad
54,166,3.23,0.42,bad
54,166,3.23,0.42,bad
22,86,3.31,0.38,good
17,80,3.12,0.36,good
36,122,3.07,0.47,good
46,141,3.16,0.62,bad
45,150,3.04,0.38,bad
43,105,3.18,0.38,bad
46,153,3.75,0.76,bad
23,193,3.22,0.38,bad
18,75,3.31,0.56,bad
30,95,3.27,0.56,bad
32,92,3.26,0.57,bad
35,107,3.15,0.45,bad
29,94,3.07,0.45,bad
33,158,3.15,0.5,bad
33,158,3.15,0.5,bad
19,143,3.15,0.34,good
22,147,3.15,0.31,good
48,122,3.01,0.44,bad
42,151,3.12,0.6,bad
33,171,3.14,0.56,bad
13,75,3.1,0.63,bad
23,72,3.1,0.5,good
44,147,3.08,0.54,bad
45,147,3.09,0.54,bad
51,215,3.33,0.56,bad
62,227,3.25,0.56,bad
18,68,3.22,0.29,good
18,130,3.05,0.62,bad
47,206,3.26,0.36,bad
47,206,3.26,0.36,bad
24,120,3.33,0.31,bad
26,89,3.24,0.34,bad
27,132,3.63,0.73,bad
20,128,3.46,0.48,bad
47,206,3.26,0.36,bad
8,72,3.22,0.39,bad
53,143,3.1,0.54,good
51,149,3.02,0.58,bad
51,149,3.02,0.58,bad
43,136,3.25,0.53,bad
56,131,3.22,0.35,bad
51,149,3.02,0.58,bad
54,160,3.03,0.58,bad
56,115.5,3.16,0.41,good
53,143,3.1,0.54,good
8,120,3.19,0.53,bad
40,76,3.1,0.29,good
6,194,3.07,0.61,bad
29,193,3.1,0.67,bad
8,120,3.19,0.53,bad
50,187,3.19,0.45,bad
61,186,3.19,0.45,bad
50,187,3.19,0.45,bad
63,186,3.18,0.44,bad
33,168,2.9,0.44,good
33,168,2.9,0.44,good
33,168,2.9,0.44,good
33,168,2.9,0.44,good
33,168,2.9,0.44,good
33,168,2.9,0.44,good
12,120,3.18,0.46,bad
13,119,3.22,0.5,bad
23,83,3.17,0.48,good
35,158,3.19,0.37,good
39,118,3.31,0.4,good
30,104,3.32,0.41,bad
45,123,3.24,0.36,good
33,168,2.9,0.44,good
31,101,3.15,0.66,bad
14,169,3.27,0.57,bad
36,99,2.92,0.5,bad
65,179,3.06,0.58,bad
25,157,3.2,0.54,good
68,161,3.1,0.69,bad
35,113,3.23,0.66,bad
49,133,3.16,0.42,good
81,198,3.2,0.69,bad
31,123,3.09,0.5,bad
15,68,2.96,0.52,bad
15,170,3.13,0.65,bad
29,82,3.31,0.61,good
24,81,3.26,0.64,good
81,198,3.2,0.69,bad
23,72,3.06,0.68,bad
40,108,3.19,0.5,bad
25,119,3.32,0.62,bad
21,105,3.07,0.46,bad
14,63,3.2,0.33,bad
36,140,3.09,0.45,bad
28,100,3.12,0.33,bad
26,100,2.98,0.44,bad
28,100,3.12,0.33,bad
24,87,2.94,0.38,good
25,68,3.24,0.35,bad
34,149,3.18,0.53,bad
63,139,2.94,0.45,bad
26,100,2.98,0.44,bad
28,101,3.03,0.43,bad
25,85,3.05,0.34,bad
37,113,3.29,0.46,bad
27,183,3.3,0.43,bad
33,139,3.06,0.5,bad
25,85,3.05,0.34,bad
29,144,3.24,0.41,bad
42,107,3.34,0.56,good
19,89,3.25,0.51,bad
26,102,3.29,0.6,bad
26,134,3.08,0.54,bad
32,193,3.04,0.49,bad
13,164,3.24,0.39,bad
5,69,3.14,0.52,bad
68,210,3.05,0.5,bad
68,210,3.05,0.5,bad
68,210,3.05,0.5,bad
27,113,3.07,0.34,bad
31,180,2.92,0.74,bad
68,210,3.05,0.5,bad
29,92,3.22,0.53,bad
44,129,3.26,0.29,bad
27,113,3.07,0.34,bad
6,51,3.51,0.48,bad
26,87,3.29,0.44,good
38,187,3.31,0.56,bad
66,171,3.25,0.61,good
16,93,3.44,0.53,good
33,201,3.11,0.56,bad
11,133,2.97,0.68,bad
10,122,2.94,0.63,bad
29,89,3.14,0.42,bad
10,92,3.07,0.35,bad
23,118,3.23,0.46,bad
23,120,3.24,0.47,bad
21,116,3.14,0.5,bad
21,116,3.14,0.5,bad
27,80,3.05,0.68,bad
21,116,3.14,0.5,bad
38,90,3.27,0.98,good
47,130,3.08,0.4,bad
62,140,3.1,0.59,bad
69,144,3.13,0.74,good
23.5,72,3.16,0.47,bad
44,116,3.04,0.48,bad
42,116,3.04,0.5,bad
21,95,3.07,0.54,bad
26,124,3.09,0.56,bad
26,114,3.25,0.45,bad
39,161,3.19,0.43,bad
44,95,3.2,0.35,bad
29,91,3.3,0.43,bad
44,95,3.2,0.35,bad
11,74,3.48,0.54,bad
25,115,3.15,0.46,bad
16,119,3.15,0.41,bad
16,119,3.15,0.41,bad
39,121,2.96,0.35,bad
37,121,2.96,0.34,bad
20,114,3.75,0.44,bad
44,145,3.22,0.4,bad
19,120,3.32,0.41,good
23,169,3.26,0.47,bad
19,164,3.26,0.46,bad
44,99,3.23,0.37,bad
44,145,3.22,0.4,bad
19,120,3.32,0.41,good
20,117,3.31,0.41,good
27,146,3.17,0.36,bad
44,192,3.11,0.53,bad
64,174,3.07,0.5,bad
57,201,3.08,0.54,bad
41,113,3.22,0.46,bad
41,113,3.22,0.46,bad
41,113,3.22,0.46,bad
41,113,3.22,0.46,bad
27,117,3.56,0.45,good
37,183,3.08,0.5,bad
5,47,3.07,0.45,bad
48,129,3.23,0.38,bad
41,113,3.22,0.46,bad
23,124,3.3,0.5,bad
23,124,3.3,0.5,bad
22,93,3.15,0.42,bad
22,93,3.15,0.42,bad
22,93,3.15,0.42,bad
22,93,3.15,0.42,bad
28,117,3.08,0.43,bad
25,76,2.88,0.54,bad
28,112,2.87,0.49,bad
23,124,3.3,0.5,bad
68,183,3.25,0.76,bad
20,119,3.17,0.55,bad
68,183,3.25,0.76,bad
22,121,3.1,0.55,bad
68,183,3.25,0.76,bad
20,119,3.17,0.55,bad
31,103,3.13,0.49,bad
13,111,3.44,0.46,bad
60,154,3.1,0.4,bad
62,156,3.1,0.4,bad
22,155,3.01,0.58,bad
25,204,3.05,0.52,bad
33,114,3.16,0.31,bad
24,115,3.39,0.59,bad
21,113,3.38,0.58,bad
51,133,3.22,0.37,bad
36,116,3.38,0.57,good
16,87,3.33,0.61,bad
16,121,3.36,0.71,bad
59,140,3.17,0.39,bad
33,103,3.12,0.31,bad
33,114,3.16,0.31,bad
19,86,3.32,0.65,bad
23,117,3.2,0.39,good
33,115,3.12,0.44,good
17,94,3.13,0.4,bad
58,138,3,0.47,good
23,117,3.2,0.39,good
33,115,3.12,0.44,good
45,191,3.16,0.5,bad
27,150,3,0.33,bad
47,121,3.04,0.68,good
36,129,2.89,0.3,bad
45,100,3.4,0.41,bad
47,182,3.12,0.5,bad
44,168,3.11,0.52,bad
47,182,3.12,0.5,bad
28,145,3.23,0.53,bad
47,181,3.12,0.49,bad
47,182,3.12,0.5,bad
44,168,3.11,0.52,bad
45,155,2.94,0.41,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
45,155,2.94,0.41,good
15,96,3.23,0.64,good
45,155,2.94,0.41,good
36,139,3.04,0.62,bad
39,141,3.44,0.69,bad
21,109,3.37,0.58,bad
36,106,2.96,0.43,bad
21,107,3.11,0.54,bad
36,106,2.96,0.43,bad
62,148,3.03,0.56,good
61,148,2.98,0.47,bad
43,187,2.96,0.57,bad
14,73,2.82,0.59,bad
34,137,3.22,0.38,bad
31,148,3.18,0.47,bad
34,166,3.11,0.42,bad
48,169,3.27,0.45,bad
34,137,3.22,0.38,bad
35,178,3.25,0.51,bad
50,194,3.31,0.52,bad
44,179,3.18,0.48,bad
52,203,3.17,0.44,bad
31,148,3.18,0.47,bad
36,110,3.22,0.65,bad
30,123,3.12,0.37,bad
32,136,3.14,0.4,bad
36,119,2.99,0.34,bad
63,133,2.86,0.41,bad
16,117,3.26,0.42,bad
32,136,3.14,0.4,bad
29,109,2.98,0.3,bad
36,119,2.99,0.34,bad
16,115,3.02,0.44,bad
16,92,3.18,0.56,bad
23,112,3.05,0.37,bad
24,98,3.14,0.44,bad
46,171,3.16,0.5,bad
40,186,3.22,0.54,bad
17,133,3.02,0.53,bad
32,76,3.21,0.76,bad
9,126,2.94,0.51,bad
17,133,3.02,0.53,bad
33,143,3.31,0.5,bad
27,151,3.22,0.49,bad
31,110,3.2,0.53,bad
32,76,3.21,0.76,bad
51,182,3.23,0.48,bad
51,182,3.23,0.48,bad
54,170,3.28,0.52,bad
34,97,3.11,0.75,bad
28,100,3.08,0.36,bad
30,111,3.05,0.31,bad
39,167,3.14,0.51,bad
70,203,3.25,0.77,bad
39,167,3.14,0.51,bad
53,139,3.25,0.35,bad
60,143,3.26,0.35,bad
35,146,3.1,0.67,bad
55,173,3.11,0.6,bad
55,173,3.11,0.6,bad
55,173,3.11,0.6,bad
35,146,3.1,0.67,bad
55,173,3.11,0.6,bad
30,137,3.02,0.96,bad
40,176,3.17,0.41,bad
41,187,3.19,0.42,bad
48,197,3.21,0.36,bad
48,197,3.21,0.36,bad
32,140,3.17,0.36,good
18,80,2.92,0.47,bad
48,197,3.21,0.36,bad
32,140,3.17,0.36,good
35,182,3.11,0.46,bad
22,86,3.23,0.58,good
26,114,3.04,0.52,good
22,86,3.23,0.58,good
26,114,3.04,0.52,good
26,141,3.08,0.5,bad
35,182,3.11,0.46,bad
24,125,3.19,0.48,bad
37,118,3.08,0.46,bad
37,118,3.08,0.46,bad
37,118,3.08,0.46,bad
37,118,3.08,0.46,bad
24,125,3.19,0.48,bad
24,125,3.19,0.48,bad
37,118,3.08,0.46,bad
30,122,3.22,0.49,bad
28,123,3.22,0.49,bad
24,205,3.11,0.58,bad
33,166,3.2,0.42,bad
59.5,162,3.27,0.47,bad
60,134,2.96,0.39,bad
17,67,3.21,0.47,bad
15,94,3.15,0.38,bad
55,193,3.21,0.44,bad
18,161,3.25,0.53,bad
25,166,3.24,0.56,bad
14,92,3.36,0.58,bad
25,166,3.24,0.56,bad
51,131,3.22,0.39,bad
14,125,3.09,0.49,bad
20,146,3.06,0.54,bad
36,111,3.16,0.37,bad
20,146,3.06,0.54,bad
14,125,3.09,0.49,bad
24,116,3.39,0.4,bad
24,116,3.39,0.4,bad
31,111,3.48,0.34,bad
15,101,3.04,0.37,bad
32,122,3.18,0.54,bad
51,150,3.23,0.43,bad
29,136,3.05,0.65,bad
47,184,3.22,0.48,bad
53,173,3.24,0.45,bad
15,101,3.04,0.37,bad
17,149,3,0.43,bad
36,174,3.14,0.5,bad
36,174,3.14,0.5,bad
36,174,3.14,0.5,bad
19,129,3.24,0.48,good
28,120,3.27,0.5,bad
17,149,3,0.43,bad
29,157,3.27,0.56,bad
28,109,3.23,0.47,bad
31,114,3.12,0.35,bad
32,141,3.11,0.49,bad
32,141,3.11,0.49,bad
34,149,3.36,0.52,bad
40,158,3.2,0.48,bad
31,95,3.24,0.57,bad
35,100,3.03,0.63,bad
35,90,3.76,0.49,bad
24,78,3.36,0.47,bad
12,83,3.18,0.65,bad
24,140,3.11,0.63,bad
50,125,3.2,0.45,bad
37,110,3.26,0.58,bad
37,104,3.11,0.52,bad
53,180,3.14,0.5,bad
53,180,3.14,0.5,bad
17,126,3.24,0.46,bad
55,122,3.1,0.35,bad
53,180,3.14,0.5,bad
37,155,3.18,0.37,bad
7,108,3.23,0.58,bad
17,126,3.24,0.46,bad
12,74,3.29,0.65,bad
13,68,3.16,0.4,bad
32,87,3.47,0.52,bad
28,122,3.13,0.4,bad
28,122,3.13,0.4,bad
25,116,3.2,0.44,bad
13,95,2.97,0.7,bad
17,50,3.08,0.66,bad
30,165,3.36,0.55,bad
34,84,3.04,0.39,bad
71,194,3.18,0.64,bad
34,84,3.04,0.39,bad
60,150,3.1,0.4,bad
22,106,3.09,0.54,bad
20,103,3.27,0.45,bad
36,175,3.2,0.55,bad
41,182,3.35,0.54,bad
32,156,3.14,0.51,bad
31,104,3.26,0.72,good
20,138,3.03,0.42,bad
50,162,3.15,0.52,bad
38,100,3.22,0.69,bad
17,73,3.4,0.51,bad
75,129,3.2,0.38,bad
14,100,3.07,0.55,bad
35,147,3.24,0.56,bad
24,110,3.36,0.4,bad
24,110,3.36,0.4,bad
27,97,3.12,0.42,bad
28.5,259,3.19,0.5,bad
50,118,3.06,0.59,bad
15,70,3.16,0.48,bad
26,82,3,0.38,bad
10,40,3.14,0.36,bad
24,183,3.32,0.42,bad
55,230,3.19,0.46,bad
48,191,3.17,0.51,bad
10,40,3.14,0.36,bad
79,149,3.12,0.37,bad
59.5,137,3.16,0.38,bad
24,183,3.32,0.42,bad
42,206,3.32,0.38,bad
26,82,3,0.38,bad
18,101,3.03,0.38,bad
60.5,164.5,3.06,0.45,bad
62,162.5,3.06,0.45,bad
62,162.5,3.06,0.45,bad
35,121,3.32,0.33,bad
41,124,3.14,0.35,bad
35,105,3.13,0.3,bad
60.5,156,3.06,0.45,bad
62,152,3.06,0.45,bad
6,94,3.18,0.52,bad
24,134,2.99,0.39,bad
13,60,3.13,0.35,bad
36,105,3.26,0.58,bad
23,111,3.36,0.37,bad
16,76,3.05,0.54,bad
16,76,3.05,0.54,bad
36,105,3.26,0.58,bad
41,101,3.19,0.31,bad
32,95,2.96,0.61,bad
17,47,3.35,0.35,bad
51,183,3.39,0.6,bad
16,76,3.05,0.54,bad
20,101,3.1,0.46,bad
25,113,3.11,0.47,bad
20,104,3.22,0.73,bad
36,105,3.26,0.58,bad
23,111,3.36,0.37,bad
23,97,3.09,0.44,bad
32,138,3.26,0.72,bad
61,210,3.17,0.59,bad
22,130,3.38,0.59,bad
22,110,3.34,0.54,good
29,107,3.33,0.54,bad
10,72,3.11,0.48,bad
28,131,3.49,0.42,good
27,119,3.4,0.34,good
31,113,3.16,0.48,good
26,159,3.66,0.55,bad
43.5,171,3.03,0.49,bad
26,159,3.66,0.55,bad
17,135,3.23,0.44,bad
17,126,3.18,0.55,bad
12,83,3.3,0.4,bad
26,101,3.35,0.38,good
29,97,3.2,0.46,good
31,99,3.1,0.4,bad
39,102,3.08,0.56,good
25,133,3.34,0.59,good
23,56,3.19,0.38,bad
25,96,3.21,0.49,bad
40,98,3.42,0.64,good
53,125,2.99,0.69,bad
44,112,2.97,0.66,bad
32,138,3.46,0.43,bad
35,146,3.1,1.01,bad
60,150,2.86,0.49,bad
12,110,3.02,0.54,bad
23,158,3.41,0.64,bad
31,132,3.28,0.36,bad
22,108,3.12,0.36,bad
30,137,3.26,0.58,bad
31,132,3.28,0.36,bad
42,168,3.22,0.49,bad
21,251,3.01,0.55,bad
27,165,3.12,0.46,bad
20,113,3.2,0.56,bad
26,129,3.32,0.47,bad
29,124,3.07,0.42,bad
20,114,3.22,0.59,bad
32,75,3.15,0.5,bad
20,113,3.2,0.56,bad
23,75,3.3,0.39,good
20,116,3,0.47,bad
45,116,2.8,0.54,bad
45,139,3.06,0.43,bad
40,124,3.18,0.4,bad
40,146,3.11,0.37,bad
38,93,3.16,0.59,bad
16,112,3.04,0.58,bad
31,177,3.12,0.39,bad
13,73,2.9,0.69,good
8,50,3.14,0.4,bad
12,73,3.22,0.48,bad
19,77,3.25,0.48,bad
48,146,3.16,0.49,bad
42,145,3.15,0.48,bad
27,166,2.9,0.49,bad
43,132,3.26,0.47,good
26,99,3.01,0.62,bad
23,129,3.36,0.77,good
43,132,3.26,0.47,good
33,196,3.22,0.48,bad
36,119,3.07,0.42,bad
30,95,3.22,0.52,good
35,131,3.26,0.55,good
20,125,3.36,0.73,bad
15,91,3.26,0.52,bad
6,158,3.05,0.48,bad
50,199,3.39,0.49,bad
24,99,3.18,0.5,bad
24,99,3.18,0.5,bad
14,73,3.04,0.45,good
43,127,3.23,0.53,good
31,102,3.22,0.58,good
50,199,3.39,0.49,bad
50,188,3.23,0.64,bad
49,136,3.11,0.59,bad
26,120,3.25,0.49,bad
39,177,3.28,0.57,bad
42,118,3.04,0.64,bad
39,177,3.28,0.57,bad
59,195,3.26,0.54,bad
42,118,3.04,0.64,bad
43,126,3.01,0.63,bad
25,98,3.37,0.43,good
47,197,3.24,0.5,bad
40,122,3.09,0.47,bad
49,158,3.32,0.32,good
24,88,3.29,0.55,good
35,101,3.36,0.48,good
40,240,3.11,0.57,bad
9,84,3.44,0.44,bad
9,84,3.44,0.44,bad
49,113,3.26,0.58,good
59,210,3.24,0.5,bad
18,73,3.1,0.47,good
55,149,3.09,0.59,good
55,149,3.09,0.59,good
55,149,3.09,0.59,good
55,149,3.09,0.59,good
43,132,3.21,0.47,bad
28,85,2.87,0.48,bad
14,79,3.27,0.63,bad
35,150,3.09,0.47,bad
44,111,3.14,0.41,bad
30,111,3.32,0.58,good
31,114,3.32,0.58,good
44,111,3.14,0.41,bad
36,221,3.17,0.44,bad
31,114,3.32,0.58,good
30,111,3.32,0.58,good
12,117,3.46,0.44,bad
57,137,3.08,0.54,bad
69,168,3.47,0.46,bad
69,168,3.47,0.46,bad
37,104,3.28,0.51,good
41,151,3.35,0.58,good
58,140,3.29,0.62,bad
41,128,3.18,0.52,bad
37,104,3.28,0.51,good
57,137,3.08,0.54,bad
69,168,3.47,0.46,bad
25,133,3.17,0.39,bad
11,49,3.29,0.33,bad
15,66,3.11,0.31,bad
39,120,3.06,0.37,bad
52,184,3.44,0.44,bad
23,114,3.23,0.49,bad
25,133,3.17,0.39,bad
18,156,2.88,0.36,bad
18,156,2.88,0.36,bad
18,156,2.88,0.36,bad
18,156,2.88,0.36,bad
38,167,2.93,0.52,good
26,173,3.38,0.54,bad
18,156,2.88,0.36,bad
38,167,2.93,0.52,good
29,113,3.13,0.65,good
19,84,3.19,0.96,bad
29,113,3.13,0.65,good
34,121,3.04,0.46,bad
60,168,3.1,0.56,bad
60,168,3.1,0.56,bad
34,144,3.26,0.38,bad
34,144,3.26,0.38,bad
36,83,3.33,0.42,good
51,202,3.2,0.51,bad
32,111,3.36,0.37,bad
25,111,3.03,0.3,good
31,115,3.4,0.38,bad
26,109,3.28,0.57,bad
45,142,3.35,0.5,bad
27,108,3.3,0.43,good
31,115,3.4,0.38,bad
32,111,3.36,0.37,bad
19,98,3.25,0.47,bad
25,111,3.03,0.3,good
17,81,3.29,0.31,bad
10,69,3.12,0.59,bad
47,130,3.31,0.4,bad
32,134,3.24,0.48,bad
17,81,3.29,0.31,bad
18,93,3.11,0.56,bad
27,98,3.34,0.52,bad
37,132,3.06,0.5,bad
58,180,3.18,0.46,bad
27,98,3.34,0.52,bad
33,116,3.04,0.65,bad
35,96,3.49,0.74,bad
37,132,3.06,0.5,bad
36,122,3.12,0.4,bad
4,65,3.27,0.47,bad
13,106,3.24,0.49,bad
53,140,3.34,0.46,bad
53,140,3.34,0.46,bad
47,123,3.55,0.44,bad
31,68,3.33,0.44,bad
14,61,3.22,0.54,bad
13,61,3.22,0.54,bad
41,134,3.25,0.26,good
33,118,3.36,0.66,bad
31,68,3.33,0.44,bad
56,189,3.24,0.49,bad
42,137,3.24,0.46,bad
36,133,3.23,0.46,bad
63,148,3.32,0.44,bad
17,101,3.67,0.57,bad
289,440,3.44,0.64,bad
61,132,2.86,0.46,bad
25,93,3.23,0.49,bad
33,184,3.12,0.61,bad
28,182,3.13,0.62,bad
63,148,3.32,0.44,bad
48,185,3.14,0.62,bad
40,78,3.23,0.64,good
35,100,3.43,0.77,bad
40,106,3.16,0.5,bad
21,92,3.12,0.48,bad
38,111,3.18,0.47,good
38,111,3.18,0.47,good
27,140,2.98,0.53,bad
45,128,3.16,0.37,bad
45,128,3.16,0.37,bad
46,116,3.12,0.38,bad
19,78,3.47,0.42,good
45,130,3.31,0.58,good
34,116,3.24,0.41,bad
18,96,3.56,0.48,good
28,138,3.27,0.5,good
34,181,3.3,0.42,good
69,160,3.16,0.5,bad
69,160,3.16,0.5,bad
69,160,3.16,0.5,bad
69,160,3.16,0.5,bad
47,223,3.16,0.51,bad
17,61,3.24,0.37,good
6,132,3.16,0.46,bad
42,124,3.32,0.47,bad
47,130,3.13,0.45,bad
31,102,3.16,0.56,bad
28,106,2.97,0.4,bad
30,95,3.1,0.4,bad
36,138,3.15,0.48,bad
34,142,3.14,0.48,bad
38,127,3.04,0.53,bad
38,127,3.04,0.53,bad
55,161,3.02,0.59,bad
28,76,3.01,0.36,good
31,127,3.46,0.36,good
29,118,3.57,0.36,good
55,161,3.02,0.59,bad
24,118,3.15,0.39,bad
28,128,3.13,0.38,bad
38,127,3.04,0.53,bad
