show_id;type;title;director;cast;country;date_added;release_year;rating;duration;listed_in;description;IMDB_titleID;IMDB_rating;IMDB_rating_votes;IMDB_title_name
60002403;Movie;Rosemary's Baby;Roman Polanski;Mia Farrow, John Cassavetes, Ruth Gordon, Sidney Blackmer, Maurice Evans, Ralph Bellamy, Patsy Kelly, Elisha Cook Jr., Emmaline Henry, Charles Grodin;United States;2019-11-01;1968;R;137 min;Classic Movies, Horror Movies, Thrillers;A woman is thrilled to find out she's pregnant. But as her belly grows, the more certain she becomes that her unborn child is in serious danger.;/title/tt0063522/;8.0;178884; Rosemary's Baby
17236920;Movie;Rounders;John Dahl;Matt Damon, Edward Norton, John Turturro, Gretchen Mol, Famke Janssen, John Malkovich, Martin Landau, Michael Rispoli, Josh Mostel, Tom Aldredge;United States;2019-11-01;1998;R;121 min;Dramas;"A law student befriends and befoes"""" a fellow gambling addict and a club owner""";/title/tt0128442/;7.3;137244; Rounders
923574;Movie;Rumble in the Bronx;Stanley Tong;Jackie Chan, Anita Mui, Françoise Yip, Bill Tung, Marc Akerstream, Garvin Cross, Morgan Lam, Ailen Sit;Hong Kong;2019-11-01;1995;R;89 min;Action & Adventure, Comedies, International Movies;During a visit to the Bronx to help out at his uncle's store, a cheerful martial arts expert springs into action when a gang terrorizes the shop.;/title/tt0113326/;6.7;36909; Rumble in the Bronx
81152930;Movie;Santa Girl;Blayne Weaver;Barry Bostwick, Jennifer Stone, Devon Werkheiser, McKayla Witt, Joshua Cody, Hank Stone;United States;2019-11-01;2019;TV-PG;91 min;Children & Family Movies, Comedies, Romantic Movies;Fleeing the family business and an arranged marriage, Santa’s daughter chooses a magical adventure of her own: College.;/title/tt7315570/;5.0;716; Santa Girl
973861;Movie;Sling Blade;Billy Bob Thornton;Billy Bob Thornton, Dwight Yoakam, J.T. Walsh, John Ritter, Lucas Black, Natalie Canerday, James Hampton, Robert Duvall, Rick Dial, Brent Briscoe;United States;2019-11-01;1996;R;135 min;Dramas, Independent Movies;A man returns home after being released from a psychiatric hospital, where he'd been confined since age 12 for murdering his mother and her lover.;/title/tt0117666/;8.0;83784; Sling Blade
70047101;Movie;Spider-Man 3;Sam Raimi;Tobey Maguire, Kirsten Dunst, James Franco, Thomas Haden Church, Topher Grace, Bryce Dallas Howard, Rosemary Harris, J.K. Simmons, James Cromwell, Theresa Russell, Dylan Baker, Bill Nunn, Bruce Campbell, Elizabeth Banks;United States;2019-11-01;2007;PG-13;139 min;Action & Adventure, Sci-Fi & Fantasy;The seemingly invincible Spider-Man goes up against an all-new crop of villains in the third installment of the blockbuster adventure series.;/title/tt0413300/;6.2;476127; Spider-Man 3
70093991;Movie;Step Brothers;Adam McKay;Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins, Adam Scott, Kathryn Hahn, Andrea Savage, Lurie Poston, Elizabeth Yozamp, Logan Manus, Rob Riggle;United States;2019-11-01;2008;R;98 min;Comedies;Brennan and Dale might be grown men, but that doesn't stop a childish sibling rivalry from erupting after Brennan's mom marries Dale's dad.;/title/tt0838283/;6.9;255015; Step Brothers
70060000;Movie;The Brave One;Neil Jordan;Jodie Foster, Terrence Howard, Naveen Andrews, Carmen Ejogo, Nicky Katt, Mary Steenburgen, Lenny Venito, Zoë Kravitz, Jane Adams, Gordon MacDonald;United States;2019-11-01;2007;R;122 min;Dramas, Thrillers;New York City radio host Erica Bain decides to take the law into her own hands after losing her fiancé in a brutal Central Park attack.;/title/tt0476964/;6.7;56679; The Brave One
70295067;Movie;The Christmas Candle;John Stephenson;Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy, Susan Boyle, John Hannah, Barbara Flynn, James Cosmo;United Kingdom, United States;2019-11-01;2013;PG;100 min;Dramas, Faith & Spirituality;A progressive new minister's arrival in a small village threatens to end an age-old tradition that brings a yuletide miracle to one of the residents.;/title/tt2739338/;6.2;1684; The Christmas Candle
70031779;Movie;The Cincinnati Kid;Norman Jewison;Steve McQueen, Edward G. Robinson, Ann-Margret, Karl Malden, Tuesday Weld, Joan Blondell, Rip Torn, Jack Weston, Cab Calloway, Jeff Corey, Theo Marcuse;United States;2019-11-01;1965;TV-14;103 min;Classic Movies, Dramas;"In Depression-era New Orleans, cocksure stud poker player Eric Stoner – the titular Cincinnati Kid – challenges longtime champ Lancey The Man"""" Howard to a showdown at the table""";/title/tt0059037/;7.3;14363; The Cincinnati Kid
1178866;Movie;The Game;David Fincher;Michael Douglas, Sean Penn, Deborah Kara Unger, James Rebhorn, Peter Donat, Carroll Baker, Anna Katarina, Armin Mueller-Stahl;United States;2019-11-01;1997;R;129 min;Thrillers;"Nicholas receives an unusual birthday present from his brother, Conrad – a gift certificate to play a unique kind of game formulated by CRS.""""""""";/title/tt0119174/;7.8;325142; The Game
60033312;Movie;The Great Raid;John Dahl;Benjamin Bratt, James Franco, Connie Nielsen, Marton Csokas, Joseph Fiennes, Motoki Kobayashi, Robert Mammone, Natalie Mendoza, Cesar Montano, James Carpinello, Mark Consuelos, Sam Worthington, Craig McLachlan, Max Martini, Clayne Crawford;United States, Australia;2019-11-01;2005;R;133 min;Action & Adventure, Dramas;In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese.;/title/tt0326905/;6.7;20692; The Great Raid
80182016;Movie;The King;David Michôd;Timothée Chalamet, Joel Edgerton, Robert Pattinson, Ben Mendelsohn, Sean Harris, Tom Glynn-Carney, Lily-Rose Depp, Thomasin McKenzie;;2019-11-01;2019;R;141 min;Dramas;Wayward Prince Hal must turn from carouser to warrior king as he faces hostilities from inside and outside the castle walls in the battle for England.;/title/tt7984766/;7.3;60652; The King
684847;Movie;The Last Boy Scout;Tony Scott;Bruce Willis, Damon Wayans, Chelsea Field, Noble Willingham, Taylor Negron, Danielle Harris, Halle Berry, Bruce McGill;United States;2019-11-01;1991;R;105 min;Action & Adventure, Comedies;Private eye Joe Hallenbeck is forced to team up with a disgraced quarterback to uncover a conspiracy by a politician and a football team owner.;/title/tt0102266/;7.0;88809; The Last Boy Scout
81150305;Movie;The Man Without Gravity;Marco Bonfanti;Elio Germano, Michela Cescon, Elena Cotta, Silvia D'Amico, Vincent Scarito;Italy, Belgium, France;2019-11-01;2019;TV-14;107 min;Dramas, International Movies;A gravity-defying boy raised in seclusion matures into an extraordinary man – and an international celebrity – who longs for human connection.;/title/tt9646240/;5.8;1303; The Man Without Gravity
20557937;Movie;The Matrix;Lilly Wachowski, Lana Wachowski;Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster, Joe Pantoliano, Marcus Chong, Julian Arahanga, Matt Doran, Belinda McClory;United States;2019-11-01;1999;R;136 min;Action & Adventure, Sci-Fi & Fantasy;A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free.;/title/tt0133093/;8.7;1572828; The Matrix
60027695;Movie;The Matrix Reloaded;Lilly Wachowski, Lana Wachowski;Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Gloria Foster, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Randall Duk Kim, Nona Gaye;United States;2019-11-01;2003;R;138 min;Action & Adventure, Sci-Fi & Fantasy;The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix.;/title/tt0234215/;7.2;49213; The Matrix Reloaded
60031303;Movie;The Matrix Revolutions;Lilly Wachowski, Lana Wachowski;Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Mary Alice, Harold Perrineau, Monica Bellucci, Harry Lennix, Lambert Wilson, Nona Gaye;United States;2019-11-01;2003;R;129 min;Action & Adventure, Sci-Fi & Fantasy;The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.;/title/tt0242653/;6.7;427318; The Matrix Revolutions
848915;Movie;The Pelican Brief;Alan J. Pakula;Julia Roberts, Denzel Washington, Sam Shepard, John Heard, Tony Goldwyn, James Sikking, William Atherton, Robert Culp, Stanley Tucci, John Lithgow, Hume Cronyn;United States;2019-11-01;1993;PG-13;141 min;Dramas, Thrillers;When law student Darby Shaw theorizes about the assassinations of two Supreme Court justices, she is put in danger and turns to a reporter for help.;/title/tt0107798/;6.6;72422; The Pelican Brief
60022980;Movie;The Tuxedo;Kevin Donovan;Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar, Ritchie Coster, Peter Stormare, Mia Cottet, Romany Malco, Daniel Kash;United States;2019-11-01;2002;PG-13;99 min;Action & Adventure, Comedies;After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo.;/title/tt0290095/;5.4;75498; The Tuxedo
60003961;Movie;Thelonious Monk: Straight, No Chaser;Charlotte Zwerin;Thelonious Monk, Samuel E. Wright;United States;2019-11-01;1988;PG-13;89 min;Documentaries, Music & Musicals;The spotlight shines on iconic jazz pianist and composer Thelonious Monk in this 1988 documentary featuring vintage performance clips and interviews.;/title/tt0098465/;7.6;948; Thelonious Monk: Straight, No Chaser
70060005;Movie;Vantage Point;Pete Travis;Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill, Edgar Ramírez, Saïd Taghmaoui, Ayelet Zurer, Zoe Saldana, Sigourney Weaver, William Hurt;United States;2019-11-01;2008;PG-13;90 min;Action & Adventure;Moments after he arrives in Spain for an antiterrorism summit, U.S. President Ashton is shot.;/title/tt0443274/;6.6;141185; Vantage Point
70266992;TV Show;Vientos de agua;;Ernesto Alterio, Eduardo Blanco, Héctor Alterio, Darío Valenzuela, Pablo Rago, Angie Cepeda, Marta Etura, Giulia Michelini, Carlos Kaspar;Argentina, Spain;2019-11-01;2006;TV-MA;1 Season;International TV Shows, Spanish-Language TV Shows, TV Dramas;José Olaya, a Spanish miner, emigrates to Argentina in 1934, while his son, an architect, moves to Spain after Argentina's economic collapse in 2001.;/title/tt0459724/;8.8;703; Vientos de agua
70084791;Movie;Wild Child;Nick Moore;Emma Roberts, Kimberley Nixon, Juno Temple, Linzey Cocker, Sophie Wu, Alex Pettyfer, Georgia King, Natasha Richardson, Aidan Quinn, Lexi Ainsworth;United States, United Kingdom, France;2019-11-01;2008;PG-13;98 min;Comedies, Romantic Movies;When a spoiled girl pushes her father too far with her spending and outlandish behavior, he ships the Malibu princess off to a strict boarding school.;/title/tt1024255/;6.1;46767; Wild Child
70123542;Movie;Zombieland;Ruben Fleischer;Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin, Amber Heard, Bill Murray, Derek Graf;United States;2019-11-01;2009;R;88 min;Comedies, Horror Movies;Looking to survive in a world taken over by zombies, a dorky college student teams with an urban roughneck and a pair of grifter sisters.;/title/tt1156398/;7.6;492333; Zombieland
70107499;Movie;A Wednesday;Neeraj Pandey;Anupam Kher, Naseeruddin Shah, Jimmy Shergill, Deepal Shaw, Aamir Bashir, Kali Prasad Mukherjee, Vijay Bhatia, Chetan Pandit;India;2018-11-01;2008;TV-MA;103 min;Action & Adventure, Dramas, International Movies;After receiving an anonymous tip about a bomb, a police commissioner must negotiate with the terrorist, who demands the release of four militants.;/title/tt1280558/;8.1;70173; A Wednesday
70123117;Movie;Aagey Se Right;Indrajit Nattoji;Shreyas Talpade, Kay Kay Menon, Shiv Pandit, Sanjay Sharma, Shenaz Treasury, Mahie Gill;India;2018-11-01;2009;TV-MA;117 min;Comedies, International Movies, Music & Musicals;A cop full of self-doubt loses his gun five days before he's due to leave the force, and becomes an unexpected hero as he tries to retrieve it.;/title/tt1479667/;5.1;355; Aagey Se Right
70100644;Movie;Aamir;Raj Kumar Gupta;Rajeev Khandelwal, Gajraj Rao, Shashanka Ghosh, Jhilmil Hazrika, Gazala Amin, Allauddin Khan;India;2018-11-01;2008;TV-14;95 min;International Movies, Thrillers;In this high-tension thriller, an anonymous caller on a cell phone threatens to harm a man's family if he doesn't carry out every order.;/title/tt1241195/;7.7;9963; Aamir
81024731;Movie;Asees;Rana Ranbir;Rana Ranbir, Neha Pawar, Kuljinder Sidhu, Rupinder Roopi, Sardar Sohi, Pardeep Sran, Seema Kaushal, Rajvir Boparai;India;2018-11-01;2018;TV-14;123 min;Dramas, International Movies, Music & Musicals;When a dispute breaks out between five siblings over their mother’s property, one devoted son will go to any lengths to protect her land.;/title/tt8634328/;7.5;142; Asees
70219525;Movie;Barfi!;Anurag Basu;Ranbir Kapoor, Priyanka Chopra, Ileana D'Cruz, Saurabh Shukla, Ashish Vidyarthi, Rupa Ganguly, Bholaraj Sapkota, Jishu Sengupta, Haradhan Bannerjee;India;2018-11-01;2012;TV-PG;144 min;Comedies, Dramas, International Movies;"Years after rejecting Barfii, a hearing and speech impaired young man, for a more appropriate"""" suitor""";/title/tt2082197/;8.1;71104; Barfi!
16914787;Movie;BASEketball;David Zucker;Trey Parker, Matt Stone, Dian Bachar, Yasmine Bleeth, Jenny McCarthy, Ernest Borgnine, Robert Vaughn, Trevor Einhorn;United States;2018-11-01;1998;R;103 min;Comedies, Sports Movies;When two slackers' made-up sport, BASEketball, becomes a national craze, they hope to cash in on the basketball/baseball hybrid's popularity.;/title/tt0131857/;6.5;54743; BASEketball
80039595;Movie;Chaar Sahibzaade;Harry Baweja;Om Puri;India;2018-11-01;2014;TV-PG;126 min;Dramas, Faith & Spirituality, International Movies;With a horde of enemy invaders bearing down, four sons of an illustrious Sikh guru lead a tiny but valiant army into a desperate fight for freedom.;/title/tt4168188/;8.0;749; Chaar Sahibzaade
80224055;Movie;Christmas With A View;Justin G. Dyck;Scott Cavalheiro, Kaitlyn Leeb, Vivica A. Fox, Patrick Duffy, Jess Walton, Mark Ghanimé;Canada;2018-11-01;2018;TV-PG;91 min;International Movies, Romantic Movies;Still reeling from a business failure, the restaurant manager of a ski resort finds her world jolted by a new chef, who has his own hidden past.;/title/tt8041006/;5.1;2913; Christmas with a View
70052249;Movie;Chup Chup Ke;Priyadarshan, Kookie V. Gulati;Shahid Kapoor, Kareena Kapoor, Om Puri, Neha Dhupia, Sunil Shetty, Paresh Rawal, Rajpal Yadav, Shakti Kapoor;India;2018-11-01;2006;TV-14;158 min;Comedies, Dramas, International Movies;Mistaking a broke, small-time hustler for a millionaire, two bumbling fishermen hatch a scheme to use him to help pay off their debts.;/title/tt0464160/;6.7;723; Chup Chup Ke
70084775;Movie;Dhan Dhana Dhan Goal;Vivek Agnihotri;John Abraham, Bipasha Basu, Arshad Warsi, Shernaz Patel, Boman Irani, Dibyendu Bhattacharya, Gilbert Montoya, Dalip Tahil, Rajendranath Zutshi;United Kingdom, India;2018-11-01;2007;TV-14;157 min;Dramas, Music & Musicals, Sports Movies;In a last-ditch effort, the jaded coach of the Southall United Football Club assembles a ragtag team and helps lead the team to a comeback season.;/title/tt1120897/;4.9;2181; Dhan Dhana Dhan Goal
70114588;Movie;Dhoondte Reh Jaoge;Umesh Shukla;Paresh Rawal, Kunal Khemu, Sonu Sood, Soha Ali Khan, Johnny Lever, Dilip Joshi, Asrani, Malay Chakrabarty, Razak Khan, Hrishitaa Bhatt;India;2018-11-01;2009;TV-14;124 min;Comedies, International Movies, Music & Musicals;An accountant and a producer hatch a scheme to finance a movie, while making every effort to ensure that it flops so they may pocket the difference.;/title/tt1391544/;5.6;620; Dhoondte Reh Jaoge
70185139;Movie;Do Dooni Chaar;Habib Faisal;Rishi Kapoor, Neetu Singh, Aditi Vasudev, Archit Krishna, Akhilendra Mishra, Natasha Rastogi, Manoj Bakshi, Supriya Shukla;India;2018-11-01;2010;TV-PG;106 min;Comedies, International Movies;A struggling math teacher holds down a second job to keep his family afloat. But when he receives a wedding invitation, he's determined to attend.;/title/tt1714832/;7.6;4612; Do Dooni Chaar
80232501;Movie;Edge of Fear;Bobby Roth;Shen Lin, Robert Patrick, Zhu Zhu, Jodi Lyn O'Keefe, Robert Knepper, Amaury Nolasco, Rockmond Dunbar, Andy Mackenzie, Robert Crayton, John Edward Lee, Trent Brya;United States;2018-11-01;2018;TV-MA;92 min;Independent Movies, Thrillers;During a wilderness getaway, a gang of sociopathic criminals kidnap a woman and assault her husband, who must summon all his strength to save her.;/title/tt7149916/;4.4;1723; Edge of Fear
80224606;Movie;Filmworker;Tony Zierra;Leon Vitali;United States;2018-11-01;2017;TV-MA;94 min;Documentaries;Leon Vitali had a thriving acting career most others would envy. Then he gave it all up to devote himself completely to the vision of Stanley Kubrick.;/title/tt6851066/;7.4;214; Filmworker
80209866;Movie;Manhunt;John Woo;Zhang Hanyu, Masaharu Fukuyama, Qi Wei, Ji-won Ha, Jun Kunimura, Angeles Woo, Nanami Sakuraba;China, Hong Kong;2018-05-04;2017;TV-MA;109 min;Action & Adventure, International Movies;A Chinese pharmaceutical lawyer framed for a vile crime teams up with a sharp-witted Japanese detective to stop a dangerous corporate plot.;/title/tt5618256/;8.1;42032; Manhunt
81033727;TV Show;Shadow;;Pallance Dladla, Khathu Ramabulana, Amanda du-Pont, Tumie Ngumla;;2019-03-08;2019;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Action & Adventure;Haunted by a tragic loss, an ex-cop with a rare inability to feel pain strikes out on his own to catch offenders who've eluded Johannesburg police.;/title/tt6864046/;7.0;8503; Shadow
81006334;TV Show;Super Monsters Monster Pets;;Erin Mathews, Kathleen Barr, Chiara Zanni, Rebecca Shoichet, Sabrina Pitre, Ingrid Nilson, Alessandro Juliani, Elyse Maloway, Vincent Tong;United States;2019-06-07;2019;TV-Y;1 Season;Kids' TV;The adorably magical Monster Pets star in a series of short adventures that are big on fun – and full of surprises!;/title/tt10370958/;7.0;21; Super Monsters Monster Pets
80104950;TV Show;Deep;;Patrick Ridremont, Olivier Chantreau, Pénélope Leveque, Emmanuelle Meyssignac, Salem Kali, Yann Sundberg, Victor Viel, Victor Pontecorvo, Pierre Benoist, Swann Arlaud, Phénix Brossard, Eriq Ebouaney, Tony Harrisson;France;2016-07-01;2016;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas;As he grapples with a life-threatening illness, a police investigator tracks the explosion of a new synthetic drug on the streets of Paris.;/title/tt4105584/;4.0;1175; Deep
80109295;Movie;Veronica;Paco Plaza;Sandra Escacena, Claudia Placer, Bruna González, Iván Chavero, Ana Torrent, Consuelo Trujillo;Spain;2018-02-25;2017;TV-MA;105 min;Horror Movies, International Movies, Thrillers;In 1991 Madrid, after holding a séance at school, a teen girl minding her younger siblings at home suspects an evil force has entered their apartment.;/title/tt5862312/;6.2;3146; Verónica
70120167;Movie;Solomon Kane;Michael J. Bassett;James Purefoy, Pete Postlethwaite, Rachel Hurd-Wood, Alice Krige, Jason Flemyng, Mackenzie Crook, Patrick Hurd-Wood, Max von Sydow;Czech Republic, United Kingdom, France;2018-02-15;2009;R;104 min;Action & Adventure, International Movies, Sci-Fi & Fantasy;In this epic tale, a once-murderous sea captain is holed up in a monastery in retreat from the devil, whom the captain fears is coming for his soul.;/title/tt0970452/;6.1;67158; Solomon Kane
80063658;TV Show;The Code;;Marcus du Sautoy;United Kingdom;2018-02-01;2011;TV-PG;1 Season;British TV Shows, Docuseries, International TV Shows;In this three-part documentary series, host Marcus du Sautoy examines the mathematical code underlying all of life on Earth and the universe itself.;/title/tt3914672/;7.5;3393; The Code
80081754;TV Show;Power Rangers Dino Charge;;Brennan Mejia, Camille Hyde, Yoshi Sudarso, Michael Taber, James Davies, Claire Blackwelder;United States;2015-12-02;2015;TV-Y7;1 Season;Kids' TV;In the time of dinosaurs, the ancient and powerful Energems were lost on Earth, and now the evil bounty hunter Sledge has returned to find them.;/title/tt3521854/;6.5;976; Power Rangers Dino Charge
80122759;Movie;Death Note;Adam Wingard;Willem Dafoe, Nat Wolff, Lakeith Stanfield, Margaret Qualley, Shea Whigham, Paul Nakauchi, Jason Liles;United States;2017-08-25;2017;TV-MA;100 min;Horror Movies, Thrillers;Light Turner finds a supernatural notebook and uses it to mete out death, attracting the attention of a detective, a demon and a girl in his class.;/title/tt0877057/;9.0;200866; Death Note
80175352;TV Show;Troy;;Louis Hunter, Bella Dayne, Frances O'Connor, David Threlfall, Chloe Pirrie, Tom Weston-Jones, Alfred Enoch, Jonas Armstrong;United Kingdom, South Africa, Australia, United States;2018-04-06;2018;TV-MA;1 Season;British TV Shows, International TV Shows, Romantic TV Shows;Searching for the woman promised to him by Aphrodite, herdsman Paris learns his true identity and falls for Helen of Sparta, igniting the Trojan War.;/title/tt0332452/;7.2;465743; Troy
70225722;TV Show;Life;;David Attenborough;United Kingdom, United States, Greece, Italy, Germany;2015-04-22;2009;TV-PG;1 Season;British TV Shows, Docuseries, International TV Shows;Discover the glorious variety of life on Earth and the spectacular and extraordinary tactics animals and plants have developed to stay alive.;/title/tt5442430/;6.6;191806; Life
80141156;Movie;Love O2O;Tianyu Zhao;Jing Boran, Angelababy, Yu Bai, Li Qin, Li Xian, Seven Tan, Janice Wu, Jayden Wang, Cheng Yi, Li Jiuxiao;China;2019-04-01;2016;TV-14;103 min;International Movies, Romantic Movies, Sci-Fi & Fantasy;A college stud tries to level up his relationship with a computer science major after becoming attracted to her skills in an online role-playing game.;/title/tt6055498/;8.0;1108; Love O2O
70236561;TV Show;Top Boy;;Ashley Walters, Kane Robinson, Malcolm Kamulete, Shone Romulus, Sharon Duncan Brewster, Giacomo Mancini, Xavien Russell, Kierston Wareing, Geoff Bell, Nicholas Pinnock;United Kingdom;2017-11-01;2011;TV-MA;2 Seasons;British TV Shows, Crime TV Shows, International TV Shows;In this gritty, stylish drama series, two London drug dealers ply their lucrative trade at a public housing estate in North London.;/title/tt1830379/;8.4;9843; Top Boy
80041601;TV Show;Lovesick;;Johnny Flynn, Antonia Thomas, Daniel Ings, Hannah Britland, Joshua McGuire, Richard Thomson, Jessica Ellerby;United Kingdom;2018-01-01;2018;TV-MA;3 Seasons;British TV Shows, International TV Shows, Romantic TV Shows;In his quest for true love, Dylan found chlamydia. Joined by friends Evie and Luke, he relives past encounters as he notifies all his former partners.;/title/tt4051832/;8.1;13387; Lovesick
80092801;TV Show;The Magicians;;Jason Ralph, Arjun Gupta, Hale Appleman, Stella Maeve, Summer Bishil, Olivia Taylor Dudley, Jade Tailor, Rick Worthy, Mackenzie Astin, Kacey Rohl, Charles Mesure, Keegan Connor Tracy, Trevor Einhorn;United States;2019-12-16;2018;TV-MA;3 Seasons;TV Dramas, TV Sci-Fi & Fantasy;When grad student Quentin Coldwater enters a college specializing in magic, he learns that the mythic fantasy world he once read about is very real.;/title/tt0243848/;3.8;154; The Magicians
80176878;TV Show;Manhunt;;Sam Worthington, Paul Bettany, Chris Noth, Jeremy Bobb, Ben Weber, Lynn Collins, Brían F. O'Byrne, Keisha Castle-Hughes, Mark Duplass, Elizabeth Reaser, Diesel Madkins;United States;2017-09-19;2017;TV-14;1 Season;Crime TV Shows, TV Dramas, TV Mysteries;Faced with few clues and an increasingly panicked public, the FBI calls on a new kind of profiler to help track down the infamous Unabomber.;/title/tt5618256/;8.1;42032; Manhunt
81191254;Movie;Limitless;Vrinda Samartha;;India;2019-10-01;2017;TV-PG;59 min;Documentaries, International Movies, Sports Movies;This documentary follows eight women in India who struggle with self-confidence and society's expectations but rediscover themselves through running.;/title/tt1219289/;7.4;50576; Limitless
81034600;Movie;Shadow;Zhang Yimou;Deng Chao, Sun Li, Ryan Cheng, Wang Qianyuan, Hu Jun, Wang Jingchun, Guan Xiaotong, Leo Wu;China, Hong Kong;2019-11-06;2018;TV-MA;116 min;Action & Adventure, Dramas, International Movies;As three kingdoms struggle for control of a walled city, a figure with a rare power spins a web of intrigue that entangles a king's court.;/title/tt6864046/;7.0;8503; Shadow
60022980;Movie;The Tuxedo;Kevin Donovan;Jackie Chan, Jennifer Love Hewitt, Jason Isaacs, Debi Mazar, Ritchie Coster, Peter Stormare, Mia Cottet, Romany Malco, Daniel Kash;United States;2019-11-01;2002;PG-13;99 min;Action & Adventure, Comedies;After a government spy is hospitalized, New York City cab driver Jimmy unwillingly takes over the spy's role – with the aid of a computerized tuxedo.;/title/tt0290095/;5.4;75498; The Tuxedo
70219528;Movie;Ghanchakkar;Raj Kumar Gupta;Emraan Hashmi, Vidya Balan, Rajesh Sharma, Namit Das, Parvin Dabas;India;2018-11-01;2013;TV-14;129 min;Comedies, International Movies, Thrillers;Former con artist Sanju surrounds himself with the finer things, a blissful life troubled by only one thing: his wife, who wants even more.;/title/tt2246724/;5.8;4477; Ghanchakkar
80241947;TV Show;Girl from Nowhere;;Chicha Amatayakul, Thanawetch Siriwattanakul, Pajaree Nantarat, Thitinan Khlangphet, Chonnikan Netjui, Nutthasit Kotimanuswanich, Tatchapol Thitiapichai, Chanicha Boonpanuvichit, Morakot Liu, Ekawat Niratvorapanya, Anuchit Sapanpong, Awat Ratanapintha, Claudia Chakrapan, Piyathida Woramusik, Apasiri Kittithanon, Kunchanuj Kengkarnka, Nutnicha Lueanganankhun;Thailand;2018-11-01;2018;TV-MA;1 Season;International TV Shows, TV Dramas, TV Mysteries;A mysterious, clever girl named Nanno transfers to different schools, exposing the lies and misdeeds of the students and faculty at every turn.;/title/tt4554186/;3.8;170; Girl from Nowhere
70241088;Movie;Grandmaster;B. Unnikrishnan;Mithra Kurian, Anoop Menon, Mohanlal, Narein, Priyamani, Roma, Siddique, Jagathy Sreekumar;India;2018-11-01;2012;TV-14;133 min;International Movies, Thrillers;Anticipating the next move in a serial killer's grisly game, a police chief realizes that his daughter and estranged wife are the next likely victims.;/title/tt2345561/;7.1;1609; Grandmaster
70254349;Movie;Himmatwala;Sajid Khan;Ajay Devgn, Tamannaah Bhatia, Paresh Rawal, Zarina Wahab, Mahesh Manjrekar;India;2018-11-01;2013;TV-14;140 min;Action & Adventure, Comedies, International Movies;A young man returns to his native village on a mission of vengeance after his father commits suicide in the wake of false accusations.;/title/tt2344678/;1.7;7524; Himmatwala
70254342;Movie;Husbands in Goa;Saji Surendran;Jayasurya, Indrajith, Asif Ali, Lal, Bhama, Ramya Nambeeshan, Rima Kallingal, Praveena;India;2018-11-01;2012;TV-14;150 min;Comedies, International Movies, Music & Musicals;Three professional friends, all husbands living with domineering wives, take a well-deserved vacation in the resort city of Goa.;/title/tt2407826/;3.7;209; Husbands in Goa
80084838;Movie;Jatts in Golmaal;Ksshitij Chaudhary;Arya Babbar, Samiksha Singh, Gurpreet Guggi, Binnu Dhillon, Jaswinder Bhalla, B.N. Sharma, Veena Malik, Sardar Sohi;India;2018-11-01;2013;TV-PG;128 min;Comedies, International Movies, Music & Musicals;Without fully realizing the consequences, a boy who wants to relocate from India to Canada sells his heart to a gangster in need of a transplant.;/title/tt2805974/;6.2;359; Jatts in Golmaal
70254346;Movie;Kai Po Che!;Abhishek Kapoor;Rajkummar Rao, Amit Sadh, Sushant Singh Rajput, Amrita Puri, Digvijay Deshmukh, Asif Basra, Manav Kaul, Ashish Kakkad;India;2018-11-01;2013;TV-14;120 min;Dramas, International Movies, Sports Movies;This Bollywood drama tells the story of three best friends who dream of starting a cricket training academy in Ahmedabad for very different reasons.;/title/tt2213054/;7.6;25278; Kai po che!
70229040;Movie;Kalakalappu;Sundar C.;Vimal, Anjali, Shiva, Oviya, Santhanam, John Vijay, M. Ilavarasu, Manobala;India;2018-11-01;2012;TV-14;154 min;Comedies, International Movies, Music & Musicals;Cheenu dreams of resurrecting the restaurant he has inherited to its former glory, but his brother, a compulsive gambler, loses the place to a cop.;/title/tt2262126/;6.9;956; Kalakalappu
